cash_transaction_id,user_id,transaction_date,transaction_type,amount,transaction_status
C8879,U2302,2026-06-30,Bank Deposit,5000,Approved
C8880,U2302,2026-06-14,Bank Deposit,40000,Approved
C8881,U2302,2026-07-09,Bank Deposit,40000,Approved
C8882,U2306,2026-06-21,Bank Deposit,2500,Approved
C8883,U2306,2026-06-26,Bank Deposit,500,Approved
C8884,U2308,2026-06-02,Bank Deposit,2500,Approved
C8885,U2308,2026-06-29,Bank Deposit,1000,Approved
C8886,U2308,2026-06-10,Bank Deposit,5000,Approved
C8887,U2309,2026-07-14,Bank Deposit,5000,Approved
C8888,U2309,2026-07-03,Bank Deposit,25000,Canceled
C8889,U2309,2026-07-07,Bank Deposit,25000,Approved
C8890,U2314,2026-07-06,Bank Deposit,500,Approved
C8891,U2314,2026-07-15,Bank Deposit,1000,Approved
C8892,U2316,2026-06-16,Bank Deposit,7500,Approved
C8893,U2316,2026-06-21,Bank Deposit,7500,Approved
C8894,U2320,2026-06-20,Bank Deposit,500,Canceled
C8895,U2320,2026-05-31,Bank Deposit,7500,Approved
C8896,U2320,2026-06-05,Bank Deposit,1000,Approved
C8897,U2321,2026-05-23,Bank Deposit,40000,Approved
C8898,U2321,2026-05-13,Bank Deposit,250000,Approved
C8899,U2321,2026-06-09,Bank Deposit,150000,Approved
C8900,U2321,2026-05-20,Bank Deposit,100000,Approved
C8901,U2321,2026-05-27,Bank Deposit,40000,Approved
C8902,U2321,2026-07-10,Bank Deposit,75000,Approved
C8903,U2322,2026-07-08,Bank Deposit,15000,Approved
C8904,U2322,2026-04-30,Bank Deposit,10000,Canceled
C8905,U2322,2026-06-07,Bank Deposit,10000,Canceled
C8906,U2322,2026-05-08,Bank Deposit,15000,Approved
C8907,U2322,2026-06-10,Bank Deposit,10000,Approved
C8908,U2324,2026-06-23,Bank Deposit,10000,Approved
C8909,U2324,2026-06-19,Bank Deposit,7500,Approved
C8910,U2324,2026-06-09,Bank Deposit,15000,Approved
C8911,U2326,2026-07-05,Bank Deposit,1000,Approved
C8912,U2326,2026-07-03,Bank Deposit,500,Approved
C8913,U2326,2026-06-16,Bank Deposit,7500,Canceled
C8914,U2327,2026-05-27,Bank Deposit,75000,Approved
C8915,U2327,2026-05-02,Bank Deposit,75000,Approved
C8916,U2327,2026-06-10,Bank Deposit,40000,Approved
C8917,U2327,2026-05-31,Bank Deposit,250000,Approved
C8918,U2328,2026-07-04,Bank Deposit,40000,Approved
C8919,U2328,2026-06-26,Bank Deposit,40000,Approved
C8920,U2328,2026-07-13,Bank Deposit,15000,Approved
C8921,U2328,2026-06-11,Bank Deposit,10000,Approved
C8922,U2329,2026-06-25,Bank Deposit,5000,Approved
C8923,U2329,2026-07-13,Bank Deposit,40000,Approved
C8924,U2330,2026-07-14,Bank Deposit,40000,Approved
C8925,U2330,2026-07-12,Bank Deposit,150000,Approved
C8926,U2330,2026-07-08,Bank Deposit,150000,Approved
C8927,U2330,2026-07-10,Bank Deposit,100000,Approved
C8928,U2330,2026-07-08,Bank Deposit,250000,Approved
C8929,U2331,2026-06-28,Bank Deposit,2500,Approved
C8930,U2331,2026-07-05,Bank Deposit,500,Approved
C8931,U2338,2026-07-03,Bank Deposit,1000,Canceled
C8932,U2338,2026-07-04,Bank Deposit,5000,Approved
C8933,U2338,2026-07-10,Bank Deposit,5000,Approved
C8934,U2339,2026-06-02,Bank Deposit,5000,Approved
C8935,U2339,2026-06-19,Bank Deposit,7500,Canceled
C8936,U2341,2026-06-24,Bank Deposit,7500,Approved
C8937,U2341,2026-04-27,Bank Deposit,7500,Approved
C8938,U2341,2026-07-12,Bank Deposit,5000,Approved
C8939,U2342,2026-06-03,Bank Deposit,7500,Canceled
C8940,U2343,2026-07-15,Bank Deposit,40000,Approved
C8941,U2343,2026-06-26,Bank Deposit,75000,Canceled
C8942,U2343,2026-07-01,Bank Deposit,150000,Approved
C8943,U2343,2026-07-01,Bank Deposit,100000,Approved
C8944,U2344,2026-06-25,Bank Deposit,250000,Approved
C8945,U2344,2026-07-08,Bank Deposit,25000,Approved
C8946,U2346,2026-07-01,Bank Deposit,10000,Approved
C8947,U2346,2026-07-06,Bank Deposit,5000,Canceled
C8948,U2346,2026-06-27,Bank Deposit,15000,Approved
C8949,U2346,2026-06-25,Bank Deposit,5000,Approved
C8950,U2349,2026-06-17,Bank Deposit,25000,Approved
C8951,U2349,2026-06-17,Bank Deposit,15000,Approved
C8952,U2349,2026-07-01,Bank Deposit,7500,Approved
C8953,U2349,2026-07-08,Bank Deposit,15000,Approved
C8954,U2349,2026-06-29,Bank Deposit,40000,Canceled
C8955,U2350,2026-05-15,Bank Deposit,2500,Approved
C8956,U2350,2026-06-28,Bank Deposit,1000,Approved
C8957,U2351,2026-07-09,Bank Deposit,5000,Approved
C8958,U2352,2026-06-25,Bank Deposit,5000,Approved
C8959,U2354,2026-05-21,Bank Deposit,2500,Approved
C8960,U2354,2026-04-15,Bank Deposit,1000,Approved
C8961,U2354,2026-06-22,Bank Deposit,5000,Approved
C8962,U2355,2026-07-06,Bank Deposit,25000,Approved
C8963,U2355,2026-06-22,Bank Deposit,7500,Approved
C8964,U2356,2026-07-13,Bank Deposit,1000,Approved
C8965,U2357,2026-06-30,Bank Deposit,2500,Approved
C8966,U2357,2026-06-22,Bank Deposit,5000,Approved
C8967,U2357,2026-06-13,Bank Deposit,1000,Approved
C8968,U2359,2026-07-14,Bank Deposit,40000,Approved
C8969,U2359,2026-06-15,Bank Deposit,10000,Approved
C8970,U2363,2026-07-06,Bank Deposit,7500,Approved
C8971,U2364,2026-06-09,Bank Deposit,500,Approved
C8972,U2364,2026-07-01,Bank Deposit,5000,Approved
C8973,U2364,2026-06-16,Bank Deposit,2500,Approved
C8974,U2367,2026-06-29,Bank Deposit,15000,Canceled
C8975,U2367,2026-05-21,Bank Deposit,15000,Approved
C8976,U2367,2026-05-29,Bank Deposit,15000,Approved
C8977,U2368,2026-07-05,Bank Deposit,7500,Approved
C8978,U2373,2026-07-04,Bank Deposit,5000,Canceled
C8979,U2377,2026-07-13,Bank Deposit,40000,Approved
C8980,U2377,2026-07-09,Bank Deposit,40000,Approved
C8981,U2377,2026-06-27,Bank Deposit,150000,Approved
C8982,U2377,2026-07-13,Bank Deposit,75000,Canceled
C8983,U2379,2026-06-19,Bank Deposit,250000,Approved
C8984,U2379,2026-04-30,Bank Deposit,40000,Approved
C8985,U2381,2026-07-07,Bank Deposit,7500,Canceled
C8986,U2381,2026-04-22,Bank Deposit,40000,Approved
C8987,U2381,2026-06-23,Bank Deposit,15000,Approved
C8988,U2383,2026-05-14,Bank Deposit,7500,Approved
C8989,U2383,2026-05-30,Bank Deposit,5000,Canceled
C8990,U2383,2026-05-06,Bank Deposit,1000,Approved
C8991,U2384,2026-07-07,Bank Deposit,500,Approved
C8992,U2384,2026-06-20,Bank Deposit,5000,Approved
C8993,U2385,2026-07-10,Bank Deposit,1000,Approved
C8994,U2386,2026-06-29,Bank Deposit,100000,Canceled
C8995,U2386,2026-07-12,Bank Deposit,150000,Approved
C8996,U2386,2026-07-15,Bank Deposit,250000,Approved
C8997,U2386,2026-07-10,Bank Deposit,25000,Approved
C8998,U2386,2026-07-13,Bank Deposit,25000,Approved
C8999,U2386,2026-06-26,Bank Deposit,75000,Approved
C9000,U2388,2026-06-21,Bank Deposit,500,Approved
C9001,U2388,2026-06-20,Bank Deposit,2500,Approved
C9002,U2389,2026-06-22,Bank Deposit,15000,Canceled
C9003,U2389,2026-06-20,Bank Deposit,25000,Approved
C9004,U2392,2026-07-14,Bank Deposit,15000,Approved
C9005,U2392,2026-07-05,Bank Deposit,15000,Approved
C9006,U2392,2026-06-29,Bank Deposit,40000,Canceled
C9007,U2392,2026-06-03,Bank Deposit,7500,Approved
C9008,U2394,2026-06-03,Bank Deposit,2500,Approved
C9009,U2396,2026-07-13,Bank Deposit,5000,Approved
C9010,U2396,2026-06-20,Bank Deposit,15000,Approved
C9011,U2396,2026-06-22,Bank Deposit,10000,Approved
C9012,U2396,2026-07-02,Bank Deposit,15000,Approved
C9013,U2396,2026-06-25,Bank Deposit,10000,Approved
C9014,U2397,2026-05-27,Bank Deposit,100000,Approved
C9015,U2397,2026-07-08,Bank Deposit,75000,Approved
C9016,U2397,2026-07-08,Bank Deposit,25000,Canceled
C9017,U2397,2026-06-25,Bank Deposit,100000,Approved
C9018,U2397,2026-06-18,Bank Deposit,25000,Canceled
C9019,U2397,2026-06-01,Bank Deposit,75000,Approved
C9020,U2398,2026-04-07,Bank Deposit,100000,Approved
C9021,U2398,2026-06-08,Bank Deposit,100000,Approved
C9022,U2398,2026-04-16,Bank Deposit,40000,Approved
C9023,U2398,2026-06-14,Bank Deposit,25000,Canceled
C9024,U2398,2026-04-26,Bank Deposit,40000,Canceled
C9025,U2401,2026-07-03,Bank Deposit,5000,Approved
C9026,U2401,2026-07-04,Bank Deposit,1000,Approved
C9027,U2401,2026-06-26,Bank Deposit,2500,Approved
C9028,U2402,2026-07-13,Bank Deposit,1000,Approved
C9029,U2402,2026-07-12,Bank Deposit,7500,Approved
C9030,U2403,2026-06-16,Bank Deposit,5000,Approved
C9031,U2403,2026-06-02,Bank Deposit,2500,Approved
C9032,U2403,2026-05-16,Bank Deposit,1000,Approved
C9033,U2404,2026-07-12,Bank Deposit,75000,Canceled
C9034,U2404,2026-06-29,Bank Deposit,25000,Canceled
C9035,U2404,2026-06-05,Bank Deposit,75000,Approved
C9036,U2405,2026-06-11,Bank Deposit,5000,Canceled
C9037,U2407,2026-07-14,Bank Deposit,5000,Approved
C9038,U2409,2026-07-12,Bank Deposit,5000,Approved
C9039,U2415,2026-05-18,Bank Deposit,7500,Canceled
C9040,U2416,2026-04-26,Bank Deposit,150000,Approved
C9041,U2417,2026-07-13,Bank Deposit,2500,Approved
C9042,U2417,2026-07-13,Bank Deposit,2500,Approved
C9043,U2417,2026-07-11,Bank Deposit,500,Approved
C9044,U2418,2026-05-16,Bank Deposit,10000,Approved
C9045,U2418,2026-05-19,Bank Deposit,5000,Approved
C9046,U2418,2026-06-17,Bank Deposit,25000,Approved
C9047,U2418,2026-05-28,Bank Deposit,7500,Approved
C9048,U2419,2026-06-12,Bank Deposit,25000,Approved
C9049,U2419,2026-05-14,Bank Deposit,10000,Approved
C9050,U2422,2026-07-14,Bank Deposit,1000,Approved
C9051,U2423,2026-07-13,Bank Deposit,2500,Approved
C9052,U2423,2026-06-03,Bank Deposit,7500,Approved
C9053,U2426,2026-06-30,Bank Deposit,5000,Approved
C9054,U2426,2026-07-05,Bank Deposit,500,Canceled
C9055,U2426,2026-07-14,Bank Deposit,5000,Approved
C9056,U2429,2026-07-14,Bank Deposit,5000,Approved
C9057,U2429,2026-07-06,Bank Deposit,15000,Approved
C9058,U2429,2026-07-12,Bank Deposit,15000,Approved
C9059,U2429,2026-07-13,Bank Deposit,5000,Canceled
C9060,U2431,2026-07-01,Bank Deposit,75000,Approved
C9061,U2431,2026-07-04,Bank Deposit,250000,Approved
C9062,U2431,2026-07-12,Bank Deposit,150000,Approved
C9063,U2432,2026-05-19,Bank Deposit,5000,Approved
C9064,U2432,2026-05-28,Bank Deposit,10000,Approved
C9065,U2432,2026-06-16,Bank Deposit,10000,Approved
C9066,U2432,2026-07-05,Bank Deposit,25000,Approved
C9067,U2433,2026-06-25,Bank Deposit,1000,Approved
C9068,U2433,2026-06-27,Bank Deposit,2500,Approved
C9069,U2434,2026-07-13,Bank Deposit,2500,Approved
C9070,U2438,2026-06-08,Bank Deposit,500,Approved
C9071,U2438,2026-06-05,Bank Deposit,2500,Canceled
C9072,U2439,2026-06-24,Bank Deposit,500,Approved
C9073,U2439,2026-06-02,Bank Deposit,5000,Canceled
C9074,U2440,2026-06-19,Bank Deposit,500,Canceled
C9075,U2440,2026-06-17,Bank Deposit,500,Canceled
C9076,U2440,2026-06-28,Bank Deposit,1000,Approved
C9077,U2441,2026-07-12,Bank Deposit,1000,Approved
C9078,U2441,2026-06-13,Bank Deposit,500,Approved
C9079,U2441,2026-07-02,Bank Deposit,500,Canceled
C9080,U2442,2026-06-03,Bank Deposit,25000,Approved
C9081,U2444,2026-07-02,Bank Deposit,40000,Approved
C9082,U2444,2026-06-21,Bank Deposit,7500,Approved
C9083,U2444,2026-06-16,Bank Deposit,15000,Approved
C9084,U2446,2026-06-07,Bank Deposit,1000,Approved
C9085,U2446,2026-06-29,Bank Deposit,2500,Approved
C9086,U2450,2026-05-29,Bank Deposit,5000,Approved
C9087,U2450,2026-05-31,Bank Deposit,40000,Approved
C9088,U2450,2026-06-07,Bank Deposit,15000,Approved
C9089,U2450,2026-04-21,Bank Deposit,15000,Approved
C9090,U2450,2026-07-03,Bank Deposit,7500,Approved
C9091,U2451,2026-06-18,Bank Deposit,1000,Approved
C9092,U2453,2026-07-04,Bank Deposit,10000,Approved
C9093,U2453,2026-07-15,Bank Deposit,15000,Approved
C9094,U2453,2026-06-07,Bank Deposit,7500,Canceled
C9095,U2453,2026-06-06,Bank Deposit,40000,Approved
C9096,U2456,2026-06-27,Bank Deposit,10000,Approved
C9097,U2456,2026-07-05,Bank Deposit,15000,Approved
C9098,U2458,2026-07-10,Bank Deposit,5000,Approved
C9099,U2458,2026-07-08,Bank Deposit,7500,Approved
C9100,U2458,2026-07-08,Bank Deposit,25000,Approved
C9101,U2458,2026-07-04,Bank Deposit,5000,Approved
C9102,U2459,2026-06-09,Bank Deposit,1000,Approved
C9103,U2459,2026-05-23,Bank Deposit,7500,Approved
C9104,U2459,2026-06-05,Bank Deposit,7500,Approved
C9105,U2462,2026-07-08,Bank Deposit,40000,Approved
C9106,U2462,2026-07-04,Bank Deposit,7500,Canceled
C9107,U2463,2026-07-09,Bank Deposit,500,Canceled
C9108,U2463,2026-06-14,Bank Deposit,1000,Approved
C9109,U2464,2026-07-14,Bank Deposit,7500,Approved
C9110,U2464,2026-04-23,Bank Deposit,7500,Approved
C9111,U2464,2026-04-28,Bank Deposit,10000,Approved
C9112,U2464,2026-06-04,Bank Deposit,10000,Approved
C9113,U2466,2026-06-20,Bank Deposit,5000,Approved
C9114,U2468,2026-06-06,Bank Deposit,1000,Canceled
C9115,U2468,2026-04-14,Bank Deposit,7500,Approved
C9116,U2468,2026-06-15,Bank Deposit,5000,Approved
C9117,U2470,2026-04-22,Bank Deposit,2500,Approved
C9118,U2470,2026-05-31,Bank Deposit,2500,Approved
C9119,U2471,2026-04-27,Bank Deposit,40000,Approved
C9120,U2471,2026-05-26,Bank Deposit,25000,Approved
C9121,U2471,2026-06-26,Bank Deposit,25000,Approved
C9122,U2471,2026-05-10,Bank Deposit,250000,Approved
C9123,U2471,2026-05-11,Bank Deposit,25000,Approved
C9124,U2472,2026-07-11,Bank Deposit,5000,Approved
C9125,U2475,2026-06-29,Bank Deposit,1000,Approved
C9126,U2476,2026-06-12,Bank Deposit,2500,Approved
C9127,U2481,2026-07-08,Bank Deposit,5000,Approved
C9128,U2481,2026-06-25,Bank Deposit,500,Approved
C9129,U2481,2026-07-06,Bank Deposit,500,Approved
C9130,U2482,2026-05-20,Bank Deposit,7500,Approved
C9131,U2482,2026-05-15,Bank Deposit,500,Approved
C9132,U2482,2026-07-04,Bank Deposit,1000,Canceled
C9133,U2483,2026-05-17,Bank Deposit,7500,Approved
C9134,U2483,2026-06-18,Bank Deposit,10000,Approved
C9135,U2483,2026-04-30,Bank Deposit,15000,Approved
C9136,U2483,2026-05-10,Bank Deposit,15000,Canceled
C9137,U2484,2026-05-16,Bank Deposit,5000,Approved
C9138,U2484,2026-05-17,Bank Deposit,7500,Approved
C9139,U2484,2026-05-31,Bank Deposit,2500,Approved
C9140,U2485,2026-06-09,Bank Deposit,5000,Approved
C9141,U2485,2026-06-04,Bank Deposit,5000,Approved
C9142,U2485,2026-06-19,Bank Deposit,1000,Approved
C9143,U2487,2026-07-01,Bank Deposit,500,Approved
C9144,U2488,2026-06-11,Bank Deposit,40000,Approved
C9145,U2489,2026-05-18,Bank Deposit,25000,Approved
C9146,U2489,2026-05-17,Bank Deposit,7500,Canceled
C9147,U2490,2026-07-09,Bank Deposit,500,Approved
C9148,U2490,2026-07-14,Bank Deposit,1000,Approved
C9149,U2491,2026-06-27,Bank Deposit,250000,Approved
C9150,U2491,2026-05-29,Bank Deposit,25000,Approved
C9151,U2491,2026-06-18,Bank Deposit,25000,Approved
C9152,U2491,2026-06-27,Bank Deposit,250000,Approved
C9153,U2491,2026-06-13,Bank Deposit,75000,Canceled
C9154,U2491,2026-06-11,Bank Deposit,250000,Approved
C9155,U2492,2026-07-04,Bank Deposit,5000,Approved
C9156,U2492,2026-06-29,Bank Deposit,15000,Canceled
C9157,U2492,2026-06-18,Bank Deposit,10000,Approved
C9158,U2493,2026-06-04,Bank Deposit,5000,Approved
C9159,U2495,2026-07-15,Bank Deposit,150000,Approved
C9160,U2495,2026-07-08,Bank Deposit,25000,Approved
C9161,U2495,2026-06-30,Bank Deposit,150000,Approved
C9162,U2495,2026-06-27,Bank Deposit,40000,Approved
C9163,U2495,2026-07-03,Bank Deposit,250000,Approved
C9164,U2495,2026-06-28,Bank Deposit,100000,Canceled
C9165,U2496,2026-07-15,Bank Deposit,5000,Approved
C9166,U2496,2026-07-15,Bank Deposit,40000,Approved
C9167,U2496,2026-06-08,Bank Deposit,5000,Approved
C9168,U2501,2026-07-09,Bank Deposit,7500,Approved
C9169,U2502,2026-07-03,Bank Deposit,1000,Approved
C9170,U2503,2026-07-14,Bank Deposit,1000,Approved
C9171,U2503,2026-07-04,Bank Deposit,2500,Approved
C9172,U2503,2026-07-07,Bank Deposit,7500,Canceled
C9173,U2504,2026-04-18,Bank Deposit,150000,Approved
C9174,U2504,2026-07-09,Bank Deposit,100000,Approved
C9175,U2504,2026-06-02,Bank Deposit,75000,Approved
C9176,U2504,2026-04-09,Bank Deposit,75000,Approved
C9177,U2504,2026-07-13,Bank Deposit,150000,Approved
C9178,U2505,2026-05-02,Bank Deposit,7500,Approved
C9179,U2505,2026-07-07,Bank Deposit,7500,Approved
C9180,U2505,2026-05-20,Bank Deposit,5000,Approved
C9181,U2505,2026-06-21,Bank Deposit,5000,Approved
C9182,U2508,2026-07-04,Bank Deposit,5000,Canceled
C9183,U2508,2026-07-12,Bank Deposit,10000,Approved
C9184,U2508,2026-07-12,Bank Deposit,7500,Approved
C9185,U2512,2026-07-06,Bank Deposit,500,Approved
C9186,U2512,2026-06-22,Bank Deposit,5000,Approved
C9187,U2513,2026-07-10,Bank Deposit,500,Canceled
C9188,U2513,2026-06-29,Bank Deposit,5000,Approved
C9189,U2513,2026-07-11,Bank Deposit,500,Approved
C9190,U2514,2026-05-12,Bank Deposit,100000,Approved
C9191,U2514,2026-06-02,Bank Deposit,250000,Canceled
C9192,U2514,2026-04-22,Bank Deposit,150000,Canceled
C9193,U2514,2026-05-31,Bank Deposit,25000,Approved
C9194,U2514,2026-04-23,Bank Deposit,75000,Approved
C9195,U2515,2026-07-12,Bank Deposit,5000,Approved
C9196,U2515,2026-06-07,Bank Deposit,40000,Approved
C9197,U2516,2026-05-29,Bank Deposit,7500,Approved
C9198,U2516,2026-05-17,Bank Deposit,1000,Approved
C9199,U2516,2026-07-11,Bank Deposit,5000,Approved
C9200,U2519,2026-06-11,Bank Deposit,500,Approved
C9201,U2519,2026-07-15,Bank Deposit,5000,Approved
C9202,U2520,2026-06-08,Bank Deposit,250000,Canceled
C9203,U2520,2026-07-11,Bank Deposit,40000,Approved
C9204,U2520,2026-05-30,Bank Deposit,250000,Approved
C9205,U2520,2026-06-19,Bank Deposit,25000,Approved
C9206,U2528,2026-06-30,Bank Deposit,1000,Approved
C9207,U2528,2026-06-24,Bank Deposit,5000,Approved
C9208,U2528,2026-07-13,Bank Deposit,2500,Approved
C9209,U2534,2026-07-02,Bank Deposit,7500,Approved
C9210,U2534,2026-06-16,Bank Deposit,1000,Approved
C9211,U2534,2026-06-29,Bank Deposit,1000,Approved
C9212,U2538,2026-07-14,Bank Deposit,10000,Approved
C9213,U2538,2026-07-01,Bank Deposit,15000,Approved
C9214,U2538,2026-07-13,Bank Deposit,15000,Canceled
C9215,U2538,2026-06-24,Bank Deposit,5000,Approved
C9216,U2538,2026-07-04,Bank Deposit,10000,Approved
C9217,U2539,2026-07-11,Bank Deposit,10000,Approved
C9218,U2539,2026-07-12,Bank Deposit,15000,Approved
C9219,U2541,2026-06-27,Bank Deposit,7500,Approved
C9220,U2541,2026-06-26,Bank Deposit,25000,Approved
C9221,U2541,2026-06-25,Bank Deposit,15000,Canceled
C9222,U2541,2026-07-08,Bank Deposit,40000,Canceled
C9223,U2543,2026-06-07,Bank Deposit,10000,Approved
C9224,U2543,2026-05-18,Bank Deposit,15000,Approved
C9225,U2543,2026-07-06,Bank Deposit,15000,Approved
C9226,U2546,2026-07-11,Bank Deposit,7500,Approved
C9227,U2546,2026-07-11,Bank Deposit,25000,Canceled
C9228,U2546,2026-07-15,Bank Deposit,5000,Approved
C9229,U2546,2026-07-14,Bank Deposit,25000,Approved
C9230,U2550,2026-07-06,Bank Deposit,500,Approved
C9231,U2551,2026-06-21,Bank Deposit,7500,Approved
C9232,U2551,2026-04-23,Bank Deposit,5000,Approved
C9233,U2551,2026-04-22,Bank Deposit,1000,Approved
C9234,U2552,2026-07-07,Bank Deposit,5000,Approved
C9235,U2552,2026-05-25,Bank Deposit,7500,Approved
C9236,U2552,2026-07-05,Bank Deposit,1000,Approved
C9237,U2559,2026-05-26,Bank Deposit,250000,Approved
C9238,U2559,2026-05-29,Bank Deposit,150000,Approved
C9239,U2559,2026-06-23,Bank Deposit,75000,Approved
C9240,U2559,2026-06-20,Bank Deposit,75000,Canceled
C9241,U2559,2026-06-29,Bank Deposit,25000,Approved
C9242,U2559,2026-06-01,Bank Deposit,75000,Approved
C9243,U2559,2026-07-02,Bank Deposit,75000,Approved
C9244,U2560,2026-06-20,Bank Deposit,500,Approved
C9245,U2560,2026-07-14,Bank Deposit,2500,Canceled
C9246,U2560,2026-06-10,Bank Deposit,1000,Approved
C9247,U2561,2026-07-01,Bank Deposit,25000,Approved
C9248,U2564,2026-05-27,Bank Deposit,15000,Approved
C9249,U2565,2026-07-15,Bank Deposit,5000,Approved
C9250,U2573,2026-06-13,Bank Deposit,7500,Approved
C9251,U2573,2026-06-18,Bank Deposit,1000,Canceled
C9252,U2573,2026-06-26,Bank Deposit,5000,Approved
C9253,U2575,2026-07-05,Bank Deposit,2500,Approved
C9254,U2575,2026-07-01,Bank Deposit,2500,Canceled
C9255,U2575,2026-06-23,Bank Deposit,7500,Approved
C9256,U2576,2026-07-08,Bank Deposit,100000,Approved
C9257,U2576,2026-07-10,Bank Deposit,100000,Approved
C9258,U2576,2026-07-06,Bank Deposit,40000,Canceled
C9259,U2576,2026-06-28,Bank Deposit,150000,Approved
C9260,U2577,2026-06-10,Bank Deposit,5000,Approved
C9261,U2577,2026-07-01,Bank Deposit,5000,Approved
C9262,U2578,2026-06-28,Bank Deposit,5000,Approved
C9263,U2578,2026-07-04,Bank Deposit,5000,Approved
C9264,U2578,2026-07-03,Bank Deposit,7500,Approved
C9265,U2580,2026-05-12,Bank Deposit,75000,Approved
C9266,U2580,2026-06-09,Bank Deposit,25000,Approved
C9267,U2580,2026-07-01,Bank Deposit,40000,Approved
C9268,U2580,2026-06-18,Bank Deposit,75000,Approved
C9269,U2581,2026-06-01,Bank Deposit,5000,Canceled
C9270,U2581,2026-06-08,Bank Deposit,500,Canceled
C9271,U2585,2026-04-30,Bank Deposit,25000,Canceled
C9272,U2588,2026-07-15,Bank Deposit,10000,Canceled
C9273,U2588,2026-06-28,Bank Deposit,25000,Approved
C9274,U2588,2026-06-18,Bank Deposit,10000,Approved
C9275,U2588,2026-07-09,Bank Deposit,5000,Approved
C9276,U2589,2026-05-22,Bank Deposit,25000,Canceled
C9277,U2589,2026-06-08,Bank Deposit,15000,Approved
C9278,U2589,2026-05-30,Bank Deposit,25000,Approved
C9279,U2590,2026-06-18,Bank Deposit,7500,Approved
C9280,U2590,2026-06-01,Bank Deposit,500,Approved
C9281,U2591,2026-06-11,Bank Deposit,2500,Approved
C9282,U2591,2026-06-20,Bank Deposit,5000,Approved
C9283,U2592,2026-06-24,Bank Deposit,10000,Approved
C9284,U2592,2026-07-13,Bank Deposit,5000,Approved
C9285,U2592,2026-06-21,Bank Deposit,25000,Approved
C9286,U2592,2026-07-05,Bank Deposit,25000,Approved
C9287,U2592,2026-07-01,Bank Deposit,5000,Canceled
C9288,U2595,2026-06-28,Bank Deposit,500,Approved
C9289,U2595,2026-07-03,Bank Deposit,5000,Approved
C9290,U2597,2026-05-16,Bank Deposit,5000,Approved
C9291,U2598,2026-07-14,Bank Deposit,7500,Approved
C9292,U2599,2026-06-14,Bank Deposit,25000,Approved
C9293,U2601,2026-07-13,Bank Deposit,7500,Approved
C9294,U2601,2026-07-07,Bank Deposit,7500,Approved
C9295,U2602,2026-05-19,Bank Deposit,5000,Approved
C9296,U2602,2026-06-15,Bank Deposit,500,Approved
C9297,U2604,2026-07-07,Bank Deposit,5000,Approved
C9298,U2604,2026-07-06,Bank Deposit,5000,Approved
C9299,U2606,2026-07-14,Bank Deposit,7500,Approved
C9300,U2608,2026-06-16,Bank Deposit,15000,Approved
C9301,U2608,2026-05-13,Bank Deposit,10000,Approved
C9302,U2608,2026-05-29,Bank Deposit,5000,Approved
C9303,U2608,2026-05-31,Bank Deposit,25000,Approved
C9304,U2608,2026-06-08,Bank Deposit,10000,Approved
C9305,U2611,2026-06-14,Bank Deposit,2500,Approved
C9306,U2611,2026-04-11,Bank Deposit,7500,Canceled
C9307,U2612,2026-06-18,Bank Deposit,500,Approved
C9308,U2612,2026-07-08,Bank Deposit,7500,Approved
C9309,U2614,2026-05-30,Bank Deposit,7500,Approved
C9310,U2618,2026-06-26,Bank Deposit,7500,Approved
C9311,U2620,2026-04-27,Bank Deposit,2500,Approved
C9312,U2620,2026-07-11,Bank Deposit,7500,Approved
C9313,U2620,2026-06-10,Bank Deposit,5000,Approved
C9314,U2623,2026-06-11,Bank Deposit,100000,Approved
C9315,U2623,2026-06-10,Bank Deposit,75000,Approved
C9316,U2623,2026-07-11,Bank Deposit,150000,Approved
C9317,U2623,2026-06-18,Bank Deposit,75000,Approved
C9318,U2623,2026-06-26,Bank Deposit,40000,Approved
C9319,U2623,2026-07-09,Bank Deposit,75000,Approved
C9320,U2627,2026-07-05,Bank Deposit,2500,Approved
C9321,U2627,2026-07-03,Bank Deposit,1000,Canceled
C9322,U2628,2026-06-27,Bank Deposit,2500,Approved
C9323,U2628,2026-07-01,Bank Deposit,7500,Approved
C9324,U2629,2026-05-27,Bank Deposit,75000,Approved
C9325,U2629,2026-07-08,Bank Deposit,40000,Approved
C9326,U2631,2026-06-24,Bank Deposit,250000,Approved
C9327,U2631,2026-07-04,Bank Deposit,100000,Canceled
C9328,U2631,2026-06-25,Bank Deposit,40000,Canceled
C9329,U2633,2026-07-10,Bank Deposit,15000,Approved
C9330,U2635,2026-06-05,Bank Deposit,500,Canceled
C9331,U2636,2026-06-26,Bank Deposit,5000,Canceled
C9332,U2636,2026-07-05,Bank Deposit,1000,Approved
C9333,U2639,2026-06-29,Bank Deposit,40000,Canceled
C9334,U2639,2026-05-26,Bank Deposit,10000,Approved
C9335,U2639,2026-06-16,Bank Deposit,10000,Approved
C9336,U2639,2026-04-11,Bank Deposit,7500,Approved
C9337,U2639,2026-05-23,Bank Deposit,10000,Approved
C9338,U2640,2026-07-04,Bank Deposit,5000,Approved
C9339,U2640,2026-06-26,Bank Deposit,500,Approved
C9340,U2642,2026-05-20,Bank Deposit,500,Approved
C9341,U2642,2026-06-05,Bank Deposit,5000,Approved
C9342,U2642,2026-06-17,Bank Deposit,2500,Approved
