transaction_id,user_id,transaction_date,stock_symbol,transaction_type,price,quantity
ST9409,U1488,2026-06-16,PHDC.CA,Buy,14.942,100
ST9410,U1488,2026-06-28,ARAB.CA,Buy,0.244,500
ST9411,U1489,2026-07-15,FWRY.CA,Buy,19.162,50
ST9412,U1489,2026-07-14,AMOC.CA,Buy,8.008,100
ST9413,U1493,2026-06-07,ARAB.CA,Buy,0.25,10
ST9414,U1497,2026-07-15,FWRY.CA,Buy,19.633,50
ST9415,U1497,2026-07-09,PRMH.CA,Buy,2.736,100
ST9416,U1500,2026-06-29,PRMH.CA,Buy,2.769,200
ST9417,U1500,2026-07-02,PHDC.CA,Buy,14.89,40
ST9418,U1500,2026-07-06,PRMH.CA,Buy,2.675,10
ST9419,U1500,2026-06-25,PRMH.CA,Buy,2.726,10
ST9420,U1501,2026-07-07,ESAC.CA,Buy,0.146,50
ST9421,U1501,2026-05-14,PRMH.CA,Buy,2.813,10
ST9422,U1501,2026-05-05,ARAB.CA,Buy,0.24,20
ST9423,U1503,2026-06-17,PHDC.CA,Buy,15.066,20
ST9424,U1504,2026-06-22,FWRY.CA,Buy,18.73,500
ST9425,U1504,2026-06-29,PRMH.CA,Buy,2.766,10
ST9426,U1504,2026-06-17,ESAC.CA,Buy,0.154,200
ST9427,U1504,2026-07-15,ARAB.CA,Buy,0.239,40
ST9428,U1504,2026-07-02,PRMH.CA,Sell,2.734,10
ST9429,U1504,2026-07-09,FWRY.CA,Buy,19.577,200
ST9430,U1504,2026-06-21,AMOC.CA,Buy,8.324,20
ST9431,U1508,2026-05-27,PRMH.CA,Buy,2.714,20
ST9432,U1508,2026-07-02,PHDC.CA,Buy,15.096,20
ST9433,U1508,2026-06-09,ARAB.CA,Buy,0.246,1000
ST9434,U1508,2026-07-02,PHDC.CA,Sell,15.157,20
ST9435,U1520,2026-06-03,PHDC.CA,Buy,14.577,50
ST9436,U1521,2026-06-21,PRMH.CA,Buy,2.651,40
ST9437,U1521,2026-04-29,ARAB.CA,Buy,0.253,200
ST9438,U1521,2026-06-01,PRMH.CA,Buy,2.823,100
ST9439,U1521,2026-05-04,AMOC.CA,Buy,7.84,50
ST9440,U1521,2026-06-04,AMOC.CA,Buy,7.792,50
ST9441,U1521,2026-06-02,FWRY.CA,Buy,19.669,50
ST9442,U1528,2026-06-25,PHDC.CA,Buy,15.28,50
ST9443,U1528,2026-06-09,ARAB.CA,Buy,0.25,200
ST9444,U1528,2026-06-22,PHDC.CA,Buy,15.133,600
ST9445,U1528,2026-06-08,ARAB.CA,Buy,0.238,50
ST9446,U1530,2026-06-08,ARAB.CA,Buy,0.247,100
ST9447,U1530,2026-05-24,ESAC.CA,Buy,0.155,20
ST9448,U1530,2026-06-30,ESAC.CA,Buy,0.154,50
ST9449,U1531,2026-06-29,PRMH.CA,Buy,2.69,20
ST9450,U1531,2026-07-06,AMOC.CA,Buy,7.807,600
ST9451,U1534,2026-06-25,PHDC.CA,Buy,14.893,200
ST9452,U1536,2026-06-16,ESAC.CA,Buy,0.151,50
ST9453,U1541,2026-07-08,PHDC.CA,Buy,15.244,100
ST9454,U1541,2026-07-12,AMOC.CA,Buy,8.199,2500
ST9455,U1546,2026-07-15,AMOC.CA,Buy,7.975,500
ST9456,U1546,2026-07-14,ARAB.CA,Buy,0.247,500
ST9457,U1547,2026-06-21,ARAB.CA,Buy,0.238,10
ST9458,U1552,2026-06-18,FWRY.CA,Buy,18.887,200
ST9459,U1552,2026-06-23,FWRY.CA,Sell,19.655,200
ST9460,U1552,2026-06-25,FWRY.CA,Buy,19.437,40
ST9461,U1552,2026-07-06,PHDC.CA,Buy,15.161,100
ST9462,U1554,2026-07-15,AMOC.CA,Buy,8.227,40
ST9463,U1555,2026-05-26,ARAB.CA,Buy,0.25,20
ST9464,U1555,2026-07-12,ARAB.CA,Buy,0.252,50
ST9465,U1562,2026-07-05,AMOC.CA,Buy,8.021,10
ST9466,U1563,2026-06-03,PHDC.CA,Buy,14.545,50
ST9467,U1563,2026-06-25,ESAC.CA,Buy,0.152,10
ST9468,U1563,2026-07-06,ESAC.CA,Buy,0.149,40
ST9469,U1572,2026-07-12,ARAB.CA,Buy,0.247,500
ST9470,U1573,2026-06-25,ARAB.CA,Buy,0.24,300
ST9471,U1573,2026-07-06,AMOC.CA,Buy,8.239,100
ST9472,U1573,2026-07-02,ESAC.CA,Buy,0.152,200
ST9473,U1576,2026-07-12,PRMH.CA,Buy,2.792,20
ST9474,U1578,2026-07-12,ESAC.CA,Buy,0.15,500
ST9475,U1579,2026-05-25,ESAC.CA,Buy,0.153,100
ST9476,U1581,2026-06-17,FWRY.CA,Buy,19.431,400
ST9477,U1581,2026-06-29,AMOC.CA,Buy,7.858,600
ST9478,U1582,2026-05-10,FWRY.CA,Buy,19.746,40
ST9479,U1582,2026-06-07,PHDC.CA,Buy,14.867,20
ST9480,U1582,2026-06-14,ARAB.CA,Buy,0.253,150
ST9481,U1582,2026-06-17,PHDC.CA,Buy,15.04,500
ST9482,U1582,2026-06-25,AMOC.CA,Buy,8.141,100
ST9483,U1582,2026-05-14,PHDC.CA,Sell,15.166,10
ST9484,U1582,2026-06-25,FWRY.CA,Sell,19.094,40
ST9485,U1592,2026-05-07,FWRY.CA,Buy,18.843,100
ST9486,U1592,2026-06-01,AMOC.CA,Buy,7.894,500
ST9487,U1594,2026-07-14,ARAB.CA,Buy,0.241,40
ST9488,U1597,2026-05-31,AMOC.CA,Buy,8.128,50
ST9489,U1597,2026-05-12,AMOC.CA,Buy,8.147,40
ST9490,U1597,2026-05-26,AMOC.CA,Sell,7.996,90
ST9491,U1600,2026-07-01,ARAB.CA,Buy,0.238,40
ST9492,U1602,2026-07-06,FWRY.CA,Buy,19.84,500
ST9493,U1602,2026-06-23,PHDC.CA,Buy,15.177,500
ST9494,U1603,2026-07-13,AMOC.CA,Buy,7.987,50
ST9495,U1603,2026-06-29,PRMH.CA,Buy,2.721,500
ST9496,U1603,2026-07-09,PRMH.CA,Buy,2.78,200
ST9497,U1603,2026-07-15,FWRY.CA,Buy,19.665,50
ST9498,U1603,2026-07-08,PHDC.CA,Buy,15.21,10
ST9499,U1603,2026-07-06,ARAB.CA,Buy,0.245,500
ST9500,U1609,2026-07-07,ESAC.CA,Buy,0.145,20
ST9501,U1609,2026-07-14,ARAB.CA,Buy,0.243,20
ST9502,U1609,2026-04-29,FWRY.CA,Buy,18.992,500
ST9503,U1609,2026-05-18,PRMH.CA,Buy,2.759,10
ST9504,U1609,2026-04-22,AMOC.CA,Buy,7.842,10
ST9505,U1611,2026-07-14,AMOC.CA,Buy,8.275,50
ST9506,U1611,2026-07-15,PRMH.CA,Buy,2.677,10
ST9507,U1611,2026-07-15,AMOC.CA,Buy,7.953,20
ST9508,U1615,2026-07-02,ESAC.CA,Buy,0.154,40
ST9509,U1618,2026-05-24,AMOC.CA,Buy,8.224,300
ST9510,U1618,2026-05-07,ESAC.CA,Buy,0.15,20
ST9511,U1618,2026-07-13,ARAB.CA,Buy,0.239,1500
ST9512,U1618,2026-07-14,PRMH.CA,Buy,2.713,100
ST9513,U1618,2026-06-07,PHDC.CA,Buy,14.437,500
ST9514,U1618,2026-05-17,FWRY.CA,Buy,19.106,50
ST9515,U1622,2026-07-09,PRMH.CA,Buy,2.745,10
ST9516,U1626,2026-06-16,PRMH.CA,Buy,2.666,40
ST9517,U1626,2026-06-03,PHDC.CA,Buy,14.46,10
ST9518,U1629,2026-07-15,ARAB.CA,Buy,0.239,50
ST9519,U1629,2026-07-15,FWRY.CA,Buy,19.671,500
ST9520,U1632,2026-07-09,ARAB.CA,Buy,0.247,50
ST9521,U1634,2026-07-15,PRMH.CA,Buy,2.724,10
ST9522,U1636,2026-05-19,AMOC.CA,Buy,8.011,200
ST9523,U1636,2026-05-12,ARAB.CA,Buy,0.252,40
ST9524,U1643,2026-07-06,PRMH.CA,Buy,2.826,40
ST9525,U1644,2026-04-27,ESAC.CA,Buy,0.146,40
ST9526,U1644,2026-06-04,PRMH.CA,Buy,2.714,10
ST9527,U1644,2026-07-08,FWRY.CA,Buy,19.069,10
ST9528,U1649,2026-06-04,PRMH.CA,Buy,2.816,20
ST9529,U1650,2026-07-07,PHDC.CA,Buy,14.663,50
ST9530,U1651,2026-06-28,AMOC.CA,Buy,7.906,500
ST9531,U1651,2026-06-18,ESAC.CA,Buy,0.148,10
ST9532,U1654,2026-06-15,PHDC.CA,Buy,15.019,200
ST9533,U1656,2026-06-07,ARAB.CA,Buy,0.253,500
ST9534,U1660,2026-06-04,FWRY.CA,Buy,18.797,500
ST9535,U1660,2026-06-23,FWRY.CA,Sell,19.413,40
ST9536,U1661,2026-06-23,PHDC.CA,Buy,14.445,40
ST9537,U1661,2026-06-10,ESAC.CA,Buy,0.15,20
ST9538,U1662,2026-07-13,AMOC.CA,Buy,8.194,50
ST9539,U1669,2026-07-15,ARAB.CA,Buy,0.244,500
ST9540,U1669,2026-05-19,PRMH.CA,Buy,2.752,100
ST9541,U1669,2026-06-28,FWRY.CA,Buy,19.667,10
ST9542,U1672,2026-05-17,FWRY.CA,Buy,18.792,50
ST9543,U1672,2026-05-28,PHDC.CA,Buy,14.613,100
ST9544,U1672,2026-07-12,AMOC.CA,Buy,8.134,50
ST9545,U1672,2026-06-07,ARAB.CA,Buy,0.239,20
ST9546,U1672,2026-07-08,AMOC.CA,Sell,8.057,20
ST9547,U1672,2026-05-26,FWRY.CA,Buy,18.649,200
ST9548,U1677,2026-06-21,PHDC.CA,Buy,15.035,40
ST9549,U1677,2026-07-13,FWRY.CA,Buy,19.973,10
ST9550,U1677,2026-07-15,AMOC.CA,Buy,7.897,500
ST9551,U1677,2026-06-22,FWRY.CA,Buy,18.817,40
ST9552,U1680,2026-05-06,ESAC.CA,Buy,0.154,20
ST9553,U1684,2026-07-15,AMOC.CA,Buy,8.132,500
ST9554,U1684,2026-06-30,PRMH.CA,Buy,2.786,50
ST9555,U1684,2026-06-10,PHDC.CA,Buy,14.452,200
ST9556,U1686,2026-07-15,ESAC.CA,Buy,0.145,50
ST9557,U1688,2026-05-18,ESAC.CA,Buy,0.155,500
ST9558,U1690,2026-07-09,PHDC.CA,Buy,15.036,200
ST9559,U1693,2026-07-13,PRMH.CA,Buy,2.797,40
ST9560,U1693,2026-05-14,ESAC.CA,Buy,0.146,1000
ST9561,U1700,2026-07-14,ARAB.CA,Buy,0.241,40
ST9562,U1700,2026-07-14,ESAC.CA,Buy,0.153,40
ST9563,U1700,2026-07-02,ARAB.CA,Buy,0.242,20
ST9564,U1700,2026-07-06,ARAB.CA,Sell,0.245,60
ST9565,U1701,2026-06-23,FWRY.CA,Buy,19.583,40
ST9566,U1704,2026-07-14,ARAB.CA,Buy,0.248,500
ST9567,U1704,2026-07-14,AMOC.CA,Buy,8.237,20
ST9568,U1710,2026-06-25,ARAB.CA,Buy,0.25,40
ST9569,U1710,2026-06-08,FWRY.CA,Buy,18.881,500
ST9570,U1710,2026-06-14,PHDC.CA,Buy,14.371,50
ST9571,U1710,2026-06-14,FWRY.CA,Buy,19.309,10
ST9572,U1710,2026-05-25,AMOC.CA,Buy,7.919,100
ST9573,U1710,2026-06-29,ESAC.CA,Buy,0.149,150
ST9574,U1711,2026-06-09,ARAB.CA,Buy,0.248,100
ST9575,U1711,2026-06-21,PHDC.CA,Buy,14.594,20
ST9576,U1711,2026-05-14,ARAB.CA,Buy,0.238,10
ST9577,U1711,2026-05-06,PRMH.CA,Buy,2.695,500
ST9578,U1712,2026-07-14,AMOC.CA,Buy,7.925,10
ST9579,U1712,2026-07-06,PHDC.CA,Buy,14.559,200
ST9580,U1724,2026-07-15,FWRY.CA,Buy,19.918,200
ST9581,U1729,2026-06-17,FWRY.CA,Buy,19.565,50
ST9582,U1729,2026-05-11,FWRY.CA,Buy,19.289,40
ST9583,U1730,2026-07-12,PHDC.CA,Buy,15.109,2500
ST9584,U1730,2026-07-05,AMOC.CA,Buy,8.23,500
ST9585,U1730,2026-07-08,ESAC.CA,Buy,0.154,40
ST9586,U1730,2026-07-01,ARAB.CA,Buy,0.252,100
ST9587,U1730,2026-07-02,ESAC.CA,Buy,0.145,500
ST9588,U1730,2026-07-05,FWRY.CA,Buy,19.112,10
ST9589,U1730,2026-07-01,PRMH.CA,Buy,2.813,2500
ST9590,U1731,2026-06-08,PRMH.CA,Buy,2.831,200
ST9591,U1731,2026-06-30,AMOC.CA,Buy,7.847,10
ST9592,U1737,2026-06-23,AMOC.CA,Buy,8.139,100
ST9593,U1737,2026-07-15,PHDC.CA,Buy,15.071,50
ST9594,U1737,2026-07-05,ESAC.CA,Buy,0.152,10
ST9595,U1738,2026-07-09,FWRY.CA,Buy,19.64,40
ST9596,U1738,2026-07-14,AMOC.CA,Buy,7.965,40
ST9597,U1749,2026-05-18,PRMH.CA,Buy,2.747,100
ST9598,U1765,2026-07-15,AMOC.CA,Buy,7.892,200
ST9599,U1765,2026-07-13,ESAC.CA,Buy,0.147,500
ST9600,U1765,2026-07-15,ESAC.CA,Sell,0.149,300
ST9601,U1768,2026-07-07,ARAB.CA,Buy,0.242,10
ST9602,U1768,2026-07-06,ARAB.CA,Sell,0.253,10
ST9603,U1768,2026-06-21,FWRY.CA,Buy,19.541,20
ST9604,U1768,2026-07-14,ESAC.CA,Buy,0.149,20
ST9605,U1768,2026-07-06,ESAC.CA,Buy,0.152,50
ST9606,U1768,2026-07-15,PHDC.CA,Buy,15.292,20
ST9607,U1769,2026-07-15,PRMH.CA,Buy,2.733,20
ST9608,U1769,2026-07-14,ESAC.CA,Buy,0.153,20
ST9609,U1780,2026-06-08,ARAB.CA,Buy,0.239,500
ST9610,U1780,2026-07-06,ARAB.CA,Sell,0.239,100
ST9611,U1783,2026-07-14,PRMH.CA,Buy,2.709,200
ST9612,U1786,2026-07-13,PRMH.CA,Buy,2.782,60
ST9613,U1786,2026-05-11,ARAB.CA,Buy,0.252,20
ST9614,U1786,2026-05-13,ARAB.CA,Buy,0.248,100
ST9615,U1787,2026-07-01,AMOC.CA,Buy,7.906,20
ST9616,U1787,2026-06-15,ARAB.CA,Buy,0.24,40
ST9617,U1788,2026-06-30,ARAB.CA,Buy,0.245,500
ST9618,U1788,2026-06-01,ESAC.CA,Buy,0.152,20
ST9619,U1794,2026-07-08,AMOC.CA,Buy,8.285,50
ST9620,U1794,2026-07-06,ESAC.CA,Buy,0.148,50
ST9621,U1797,2026-07-09,ARAB.CA,Buy,0.25,50
ST9622,U1797,2026-07-09,ESAC.CA,Buy,0.149,100
ST9623,U1797,2026-07-01,PHDC.CA,Buy,15.317,200
ST9624,U1797,2026-07-13,ESAC.CA,Sell,0.152,100
ST9625,U1797,2026-06-30,AMOC.CA,Buy,8.198,100
ST9626,U1797,2026-07-07,PRMH.CA,Buy,2.816,40
ST9627,U1797,2026-07-13,PRMH.CA,Buy,2.716,40
ST9628,U1797,2026-07-06,PHDC.CA,Buy,15.248,1000
ST9629,U1803,2026-05-26,ESAC.CA,Buy,0.154,200
ST9630,U1803,2026-06-21,FWRY.CA,Buy,19.524,50
ST9631,U1803,2026-06-29,ARAB.CA,Buy,0.244,500
ST9632,U1803,2026-06-24,ESAC.CA,Buy,0.15,30
ST9633,U1803,2026-05-28,PRMH.CA,Buy,2.814,1500
ST9634,U1803,2026-07-13,PRMH.CA,Sell,2.701,500
ST9635,U1808,2026-07-13,PRMH.CA,Buy,2.645,50
ST9636,U1808,2026-06-16,ESAC.CA,Buy,0.153,10
ST9637,U1808,2026-07-02,ESAC.CA,Buy,0.149,50
ST9638,U1811,2026-07-08,ESAC.CA,Buy,0.154,40
ST9639,U1811,2026-07-13,PRMH.CA,Buy,2.827,50
ST9640,U1811,2026-07-12,PRMH.CA,Buy,2.666,50
ST9641,U1811,2026-07-14,ARAB.CA,Buy,0.248,1000
ST9642,U1811,2026-07-08,PRMH.CA,Buy,2.776,200
ST9643,U1812,2026-06-28,PRMH.CA,Buy,2.764,200
ST9644,U1813,2026-07-13,ESAC.CA,Buy,0.146,200
ST9645,U1813,2026-07-15,PHDC.CA,Buy,15.31,20
ST9646,U1817,2026-07-09,ARAB.CA,Buy,0.247,50
ST9647,U1821,2026-06-16,ARAB.CA,Buy,0.247,100
ST9648,U1821,2026-07-15,FWRY.CA,Buy,19.919,50
ST9649,U1822,2026-05-12,AMOC.CA,Buy,8.13,40
ST9650,U1826,2026-07-15,PHDC.CA,Buy,15.204,200
ST9651,U1826,2026-07-12,AMOC.CA,Buy,8.183,500
ST9652,U1826,2026-07-15,AMOC.CA,Sell,7.885,500
ST9653,U1826,2026-07-05,ESAC.CA,Buy,0.155,10
ST9654,U1830,2026-07-09,PHDC.CA,Buy,15.3,20
ST9655,U1830,2026-06-25,ARAB.CA,Buy,0.252,100
ST9656,U1831,2026-07-15,ARAB.CA,Buy,0.254,50
ST9657,U1832,2026-05-31,FWRY.CA,Buy,19.017,10
ST9658,U1834,2026-06-11,ESAC.CA,Buy,0.153,20
ST9659,U1839,2026-07-02,ESAC.CA,Buy,0.151,100
ST9660,U1839,2026-07-05,PRMH.CA,Buy,2.725,100
ST9661,U1839,2026-07-02,PHDC.CA,Buy,14.773,200
ST9662,U1847,2026-06-07,AMOC.CA,Buy,8.256,10
ST9663,U1847,2026-06-18,FWRY.CA,Buy,18.625,200
ST9664,U1854,2026-06-18,ARAB.CA,Buy,0.239,50
ST9665,U1855,2026-06-18,ARAB.CA,Buy,0.253,500
ST9666,U1855,2026-06-21,ARAB.CA,Buy,0.245,20
ST9667,U1856,2026-06-28,ARAB.CA,Buy,0.254,20
ST9668,U1865,2026-06-16,PRMH.CA,Buy,2.723,500
ST9669,U1872,2026-05-18,ARAB.CA,Buy,0.241,10
ST9670,U1872,2026-06-10,AMOC.CA,Buy,7.903,10
ST9671,U1875,2026-07-05,PHDC.CA,Buy,15.156,40
ST9672,U1884,2026-07-07,PHDC.CA,Buy,14.654,50
ST9673,U1884,2026-06-10,PRMH.CA,Buy,2.701,10
ST9674,U1891,2026-07-09,AMOC.CA,Buy,8.24,100
ST9675,U1901,2026-06-09,PHDC.CA,Buy,14.922,1000
ST9676,U1901,2026-07-01,PRMH.CA,Buy,2.82,200
ST9677,U1901,2026-07-15,FWRY.CA,Buy,19.788,1000
ST9678,U1901,2026-07-02,ARAB.CA,Buy,0.249,100
ST9679,U1911,2026-07-09,ESAC.CA,Buy,0.149,20
ST9680,U1911,2026-07-13,ESAC.CA,Sell,0.152,10
ST9681,U1912,2026-07-12,AMOC.CA,Buy,8.303,500
ST9682,U1912,2026-07-14,AMOC.CA,Sell,7.786,10
ST9683,U1913,2026-06-18,PRMH.CA,Buy,2.77,50
ST9684,U1913,2026-05-20,FWRY.CA,Buy,18.694,200
ST9685,U1913,2026-05-24,PRMH.CA,Buy,2.708,500
ST9686,U1913,2026-07-05,PRMH.CA,Buy,2.742,20
ST9687,U1916,2026-06-11,ESAC.CA,Buy,0.154,50
ST9688,U1918,2026-06-18,FWRY.CA,Buy,18.77,10
ST9689,U1918,2026-07-09,ARAB.CA,Buy,0.249,200
ST9690,U1918,2026-06-28,FWRY.CA,Buy,19.146,200
ST9691,U1918,2026-07-05,ARAB.CA,Buy,0.249,500
ST9692,U1918,2026-06-22,ARAB.CA,Buy,0.239,20
ST9693,U1918,2026-06-30,ARAB.CA,Buy,0.246,100
ST9694,U1920,2026-07-12,ESAC.CA,Buy,0.145,100
ST9695,U1920,2026-06-07,PRMH.CA,Buy,2.751,20
ST9696,U1920,2026-06-23,AMOC.CA,Buy,8.228,20
ST9697,U1920,2026-07-15,ARAB.CA,Buy,0.254,20
ST9698,U1922,2026-06-17,AMOC.CA,Buy,8.136,20
ST9699,U1922,2026-04-20,AMOC.CA,Buy,8.283,200
ST9700,U1922,2026-04-23,FWRY.CA,Buy,18.859,40
ST9701,U1922,2026-06-08,FWRY.CA,Sell,19.487,40
ST9702,U1922,2026-04-16,FWRY.CA,Buy,19.944,40
ST9703,U1924,2026-07-13,PHDC.CA,Buy,14.535,500
ST9704,U1924,2026-07-15,PHDC.CA,Buy,15.318,500
ST9705,U1924,2026-06-30,PRMH.CA,Buy,2.731,500
ST9706,U1926,2026-06-24,FWRY.CA,Buy,19.908,1000
ST9707,U1926,2026-07-15,AMOC.CA,Buy,7.911,200
ST9708,U1926,2026-07-09,AMOC.CA,Buy,7.972,20
ST9709,U1926,2026-06-28,ARAB.CA,Buy,0.241,20
ST9710,U1928,2026-05-11,FWRY.CA,Buy,18.627,500
ST9711,U1928,2026-06-02,PRMH.CA,Buy,2.801,1500
ST9712,U1928,2026-06-15,FWRY.CA,Sell,19.693,120
ST9713,U1931,2026-07-14,ARAB.CA,Buy,0.247,200
ST9714,U1931,2026-07-01,ARAB.CA,Sell,0.25,40
ST9715,U1931,2026-07-01,AMOC.CA,Buy,7.899,50
ST9716,U1933,2026-07-12,AMOC.CA,Buy,7.788,200
ST9717,U1933,2026-07-09,FWRY.CA,Buy,19.623,500
ST9718,U1933,2026-07-12,PHDC.CA,Buy,14.763,100
ST9719,U1935,2026-07-15,PHDC.CA,Buy,14.481,200
ST9720,U1944,2026-07-12,ARAB.CA,Buy,0.25,20
ST9721,U1944,2026-07-05,AMOC.CA,Buy,8.121,10
ST9722,U1948,2026-06-17,AMOC.CA,Buy,8.264,50
ST9723,U1948,2026-06-01,FWRY.CA,Buy,19.828,50
ST9724,U1949,2026-04-21,AMOC.CA,Buy,8.118,40
ST9725,U1949,2026-04-28,FWRY.CA,Buy,18.812,20
ST9726,U1949,2026-06-28,PHDC.CA,Buy,15.145,20
ST9727,U1951,2026-07-08,AMOC.CA,Buy,7.801,40
ST9728,U1951,2026-06-07,ESAC.CA,Buy,0.147,20
ST9729,U1957,2026-07-07,FWRY.CA,Buy,19.216,200
ST9730,U1957,2026-07-09,FWRY.CA,Buy,19.337,200
ST9731,U1961,2026-07-14,PHDC.CA,Buy,15.051,20
ST9732,U1963,2026-07-13,AMOC.CA,Buy,7.827,50
ST9733,U1963,2026-07-08,ARAB.CA,Buy,0.246,200
ST9734,U1964,2026-07-07,PHDC.CA,Buy,14.821,200
ST9735,U1964,2026-07-12,AMOC.CA,Buy,8.06,500
ST9736,U1964,2026-06-24,ESAC.CA,Buy,0.152,200
ST9737,U1967,2026-04-26,PRMH.CA,Buy,2.645,10
ST9738,U1973,2026-06-02,ARAB.CA,Buy,0.24,250
ST9739,U1974,2026-06-23,AMOC.CA,Buy,8.113,500
ST9740,U1974,2026-06-08,AMOC.CA,Buy,7.893,100
ST9741,U1974,2026-04-30,PHDC.CA,Buy,15.271,200
ST9742,U1975,2026-07-05,AMOC.CA,Buy,7.89,40
ST9743,U1979,2026-07-13,FWRY.CA,Buy,19.763,40
ST9744,U1981,2026-07-15,ESAC.CA,Buy,0.153,300
ST9745,U1982,2026-07-05,ARAB.CA,Buy,0.251,500
ST9746,U1983,2026-05-19,FWRY.CA,Buy,19.539,500
ST9747,U1983,2026-07-07,ESAC.CA,Buy,0.148,100
ST9748,U1983,2026-07-07,ARAB.CA,Buy,0.247,20
ST9749,U1983,2026-06-17,AMOC.CA,Buy,7.916,10
ST9750,U1983,2026-05-27,ARAB.CA,Buy,0.247,100
ST9751,U1985,2026-07-14,ESAC.CA,Buy,0.154,200
ST9752,U1985,2026-07-14,PHDC.CA,Buy,14.46,20
ST9753,U1985,2026-07-15,PRMH.CA,Buy,2.77,500
ST9754,U1986,2026-07-06,ESAC.CA,Buy,0.152,40
ST9755,U1986,2026-06-29,PHDC.CA,Buy,14.528,10
ST9756,U1988,2026-07-05,PHDC.CA,Buy,14.478,100
ST9757,U1988,2026-06-24,AMOC.CA,Buy,8.169,10
ST9758,U1988,2026-07-06,ARAB.CA,Buy,0.239,50
ST9759,U1988,2026-07-05,ARAB.CA,Buy,0.247,20
ST9760,U1988,2026-07-05,PRMH.CA,Buy,2.671,10
ST9761,U1988,2026-07-13,AMOC.CA,Buy,7.912,300
ST9762,U1993,2026-07-12,AMOC.CA,Buy,8.248,200
ST9763,U1993,2026-07-15,PRMH.CA,Buy,2.809,500
ST9764,U1994,2026-05-21,ARAB.CA,Buy,0.25,40
ST9765,U1994,2026-06-14,PHDC.CA,Buy,14.985,20
ST9766,U1994,2026-06-16,PRMH.CA,Buy,2.732,40
ST9767,U1994,2026-06-22,AMOC.CA,Buy,8.192,10
ST9768,U1995,2026-07-14,AMOC.CA,Buy,8.291,200
ST9769,U1995,2026-06-30,AMOC.CA,Buy,7.779,500
ST9770,U2000,2026-07-09,ARAB.CA,Buy,0.247,200
ST9771,U2004,2026-05-25,PHDC.CA,Buy,14.908,500
ST9772,U2004,2026-05-14,ARAB.CA,Buy,0.247,10
ST9773,U2004,2026-05-04,ARAB.CA,Buy,0.25,50
ST9774,U2004,2026-05-28,PRMH.CA,Buy,2.832,100
ST9775,U2010,2026-07-07,ESAC.CA,Buy,0.151,100
ST9776,U2014,2026-07-07,PRMH.CA,Buy,2.813,100
ST9777,U2014,2026-07-15,FWRY.CA,Buy,19.152,50
ST9778,U2014,2026-07-12,AMOC.CA,Buy,7.997,40
ST9779,U2017,2026-05-03,AMOC.CA,Buy,7.904,10
ST9780,U2018,2026-05-06,ESAC.CA,Buy,0.153,10
ST9781,U2018,2026-06-21,ARAB.CA,Buy,0.241,80
ST9782,U2018,2026-05-10,PRMH.CA,Buy,2.763,1000
ST9783,U2020,2026-05-14,ESAC.CA,Buy,0.154,50
ST9784,U2032,2026-07-12,ARAB.CA,Buy,0.253,100
ST9785,U2035,2026-07-15,FWRY.CA,Buy,19.079,500
ST9786,U2035,2026-07-13,ARAB.CA,Buy,0.246,500
ST9787,U2036,2026-07-06,AMOC.CA,Buy,7.867,200
ST9788,U2037,2026-05-31,ESAC.CA,Buy,0.147,200
ST9789,U2037,2026-07-01,FWRY.CA,Buy,19.898,10
ST9790,U2037,2026-07-15,ESAC.CA,Sell,0.153,100
ST9791,U2063,2026-06-24,AMOC.CA,Buy,8.056,40
ST9792,U2071,2026-07-06,FWRY.CA,Buy,19.671,50
ST9793,U2071,2026-07-15,ESAC.CA,Buy,0.147,500
ST9794,U2071,2026-06-29,ARAB.CA,Buy,0.245,100
ST9795,U2071,2026-07-06,ESAC.CA,Buy,0.145,40
ST9796,U2074,2026-07-14,ARAB.CA,Buy,0.24,100
ST9797,U2078,2026-07-07,ESAC.CA,Buy,0.147,50
ST9798,U2078,2026-07-07,FWRY.CA,Buy,19.327,50
ST9799,U2083,2026-06-21,ARAB.CA,Buy,0.242,40
ST9800,U2083,2026-06-11,PRMH.CA,Buy,2.712,40
ST9801,U2083,2026-07-12,FWRY.CA,Buy,19.117,50
ST9802,U2083,2026-06-10,ESAC.CA,Buy,0.151,20
ST9803,U2085,2026-06-24,ARAB.CA,Buy,0.251,100
ST9804,U2085,2026-06-10,ARAB.CA,Sell,0.25,100
ST9805,U2085,2026-06-22,PHDC.CA,Buy,14.741,200
ST9806,U2087,2026-07-09,FWRY.CA,Buy,18.98,20
ST9807,U2087,2026-06-03,PHDC.CA,Buy,14.479,40
ST9808,U2090,2026-07-02,AMOC.CA,Buy,7.945,20
ST9809,U2090,2026-07-08,PHDC.CA,Buy,14.762,10
ST9810,U2090,2026-07-14,FWRY.CA,Buy,19.546,500
ST9811,U2090,2026-07-08,PRMH.CA,Buy,2.652,200
ST9812,U2092,2026-07-13,FWRY.CA,Buy,19.71,200
ST9813,U2092,2026-05-26,PRMH.CA,Buy,2.662,40
ST9814,U2092,2026-07-01,PRMH.CA,Sell,2.823,40
ST9815,U2093,2026-07-13,PHDC.CA,Buy,15.218,100
ST9816,U2096,2026-07-02,ARAB.CA,Buy,0.243,200
ST9817,U2096,2026-07-05,ARAB.CA,Buy,0.241,40
ST9818,U2096,2026-07-08,ARAB.CA,Buy,0.242,500
