order_id,user_id,order_date,stock_symbol,order_type,order_status,price,quantity
O6382,U2219,2026-06-15,FWRY.CA,Buy,Active,18.742,100
O6383,U2219,2026-06-22,PRMH.CA,Buy,Active,2.769,10
O6384,U2219,2026-07-02,PRMH.CA,Buy,Completed,2.713,100
O6385,U2221,2026-07-13,ESAC.CA,Buy,Completed,0.152,50
O6386,U2221,2026-06-16,AMOC.CA,Buy,Completed,7.83,10
O6387,U2221,2026-06-04,FWRY.CA,Buy,Completed,19.969,50
O6388,U2221,2026-07-12,PRMH.CA,Buy,Completed,2.802,40
O6389,U2224,2026-06-16,FWRY.CA,Buy,Completed,19.961,50
O6390,U2227,2026-06-25,PRMH.CA,Buy,Completed,2.793,100
O6391,U2227,2026-06-03,FWRY.CA,Buy,Completed,19.733,100
O6392,U2227,2026-06-24,ESAC.CA,Buy,Completed,0.146,10
O6393,U2228,2026-07-09,PHDC.CA,Buy,Completed,14.884,500
O6394,U2230,2026-07-14,PRMH.CA,Buy,Completed,2.782,20
O6395,U2230,2026-07-12,PRMH.CA,Buy,Completed,2.828,50
O6396,U2230,2026-07-02,FWRY.CA,Buy,Canceled,19.452,200
O6397,U2231,2026-05-21,AMOC.CA,Buy,Canceled,8.26,200
O6398,U2231,2026-07-05,PHDC.CA,Buy,Active,15.15,200
O6399,U2237,2026-05-28,PRMH.CA,Buy,Active,2.657,100
O6400,U2237,2026-06-29,FWRY.CA,Buy,Completed,19.763,20
O6401,U2237,2026-05-03,ESAC.CA,Buy,Completed,0.148,20
O6402,U2237,2026-04-22,PHDC.CA,Buy,Completed,14.947,200
O6403,U2239,2026-07-13,AMOC.CA,Buy,Completed,7.829,20
O6404,U2239,2026-07-15,PHDC.CA,Buy,Canceled,14.726,10
O6405,U2239,2026-07-13,PHDC.CA,Buy,Canceled,14.455,40
O6406,U2239,2026-07-13,PRMH.CA,Buy,Active,2.682,50
O6407,U2239,2026-07-09,PRMH.CA,Buy,Canceled,2.671,100
O6408,U2241,2026-07-07,PRMH.CA,Buy,Active,2.773,50
O6409,U2241,2026-06-29,ARAB.CA,Buy,Completed,0.242,400
O6410,U2241,2026-06-17,PHDC.CA,Buy,Canceled,14.84,20
O6411,U2241,2026-06-21,ARAB.CA,Buy,Completed,0.249,300
O6412,U2251,2026-07-06,FWRY.CA,Buy,Completed,18.654,10
O6413,U2252,2026-05-26,PRMH.CA,Buy,Completed,2.76,10
O6414,U2252,2026-06-08,AMOC.CA,Buy,Completed,7.895,100
O6415,U2252,2026-06-09,ARAB.CA,Buy,Completed,0.252,50
O6416,U2258,2026-06-30,AMOC.CA,Buy,Active,7.962,10
O6417,U2258,2026-07-13,PHDC.CA,Buy,Completed,14.77,100
O6418,U2258,2026-07-15,FWRY.CA,Buy,Completed,19.494,100
O6419,U2258,2026-07-15,AMOC.CA,Buy,Completed,7.798,20
O6420,U2258,2026-07-15,ARAB.CA,Buy,Completed,0.254,500
O6421,U2258,2026-07-07,PRMH.CA,Buy,Active,2.799,100
O6422,U2258,2026-07-15,FWRY.CA,Buy,Completed,18.704,100
O6423,U2261,2026-07-12,PHDC.CA,Buy,Active,14.895,10
O6424,U2261,2026-07-09,PRMH.CA,Buy,Completed,2.753,200
O6425,U2261,2026-06-21,PHDC.CA,Buy,Completed,14.52,200
O6426,U2261,2026-06-23,ARAB.CA,Buy,Active,0.252,500
O6427,U2261,2026-07-09,FWRY.CA,Buy,Completed,19.919,100
O6428,U2261,2026-07-12,FWRY.CA,Buy,Active,18.79,500
O6429,U2265,2026-07-14,FWRY.CA,Buy,Completed,19.145,20
O6430,U2265,2026-07-02,ARAB.CA,Buy,Completed,0.243,10
O6431,U2265,2026-06-29,ESAC.CA,Buy,Completed,0.151,20
O6432,U2265,2026-07-07,AMOC.CA,Buy,Active,8.245,50
O6433,U2265,2026-06-17,AMOC.CA,Buy,Canceled,8.115,200
O6434,U2265,2026-07-12,AMOC.CA,Buy,Completed,8.095,40
O6435,U2268,2026-06-08,ESAC.CA,Buy,Completed,0.151,500
O6436,U2268,2026-07-14,FWRY.CA,Buy,Completed,18.657,500
O6437,U2268,2026-06-15,FWRY.CA,Buy,Active,19.177,50
O6438,U2268,2026-06-28,PHDC.CA,Buy,Completed,15.254,10
O6439,U2268,2026-07-07,ESAC.CA,Buy,Completed,0.15,100
O6440,U2268,2026-07-14,ESAC.CA,Sell,Active,0.148,200
O6441,U2268,2026-07-05,PHDC.CA,Buy,Completed,14.597,200
O6442,U2272,2026-07-05,ARAB.CA,Buy,Completed,0.237,200
O6443,U2272,2026-06-29,PHDC.CA,Buy,Active,14.641,40
O6444,U2272,2026-05-28,ARAB.CA,Buy,Completed,0.246,200
O6445,U2272,2026-06-03,ESAC.CA,Buy,Completed,0.147,40
O6446,U2273,2026-06-18,ESAC.CA,Buy,Active,0.15,10
O6447,U2273,2026-07-12,ARAB.CA,Buy,Completed,0.253,10
O6448,U2273,2026-07-08,AMOC.CA,Buy,Completed,7.893,20
O6449,U2273,2026-06-23,FWRY.CA,Buy,Completed,19.6,50
O6450,U2273,2026-06-21,PRMH.CA,Buy,Completed,2.79,500
O6451,U2273,2026-07-05,ESAC.CA,Buy,Completed,0.147,100
O6452,U2277,2026-06-16,PRMH.CA,Buy,Completed,2.787,50
O6453,U2277,2026-06-17,ESAC.CA,Buy,Active,0.154,10
O6454,U2278,2026-07-13,FWRY.CA,Buy,Active,18.831,500
O6455,U2278,2026-06-18,PHDC.CA,Buy,Canceled,14.536,100
O6456,U2278,2026-07-12,FWRY.CA,Buy,Completed,18.992,500
O6457,U2278,2026-07-08,PHDC.CA,Buy,Completed,15.118,50
O6458,U2278,2026-07-05,PRMH.CA,Buy,Completed,2.658,1000
O6459,U2278,2026-07-05,PRMH.CA,Sell,Completed,2.661,500
O6460,U2278,2026-07-05,ARAB.CA,Buy,Active,0.248,20
O6461,U2278,2026-06-30,PRMH.CA,Sell,Completed,2.707,200
O6462,U2278,2026-06-28,ESAC.CA,Buy,Canceled,0.154,30
O6463,U2278,2026-07-05,ARAB.CA,Buy,Completed,0.252,100
O6464,U2280,2026-06-09,AMOC.CA,Buy,Completed,8.291,500
O6465,U2282,2026-05-26,ESAC.CA,Buy,Active,0.15,20
O6466,U2282,2026-07-09,AMOC.CA,Buy,Completed,8.293,20
O6467,U2287,2026-07-15,ARAB.CA,Buy,Active,0.246,200
O6468,U2287,2026-07-08,ARAB.CA,Buy,Completed,0.246,200
O6469,U2287,2026-07-08,ESAC.CA,Buy,Completed,0.152,40
O6470,U2287,2026-07-12,FWRY.CA,Buy,Active,19.236,20
O6471,U2288,2026-06-07,PRMH.CA,Buy,Active,2.72,40
O6472,U2288,2026-04-21,ESAC.CA,Buy,Canceled,0.148,40
O6473,U2288,2026-06-22,PHDC.CA,Buy,Active,14.928,2500
O6474,U2288,2026-05-18,FWRY.CA,Buy,Active,19.939,1000
O6475,U2288,2026-04-27,PHDC.CA,Buy,Active,14.959,200
O6476,U2291,2026-07-08,PRMH.CA,Buy,Completed,2.772,10
O6477,U2291,2026-07-02,PHDC.CA,Buy,Active,14.565,20
O6478,U2291,2026-07-15,FWRY.CA,Buy,Completed,18.666,50
O6479,U2300,2026-07-12,ARAB.CA,Buy,Active,0.25,500
O6480,U2301,2026-07-07,PHDC.CA,Buy,Completed,14.595,200
O6481,U2302,2026-07-14,ESAC.CA,Buy,Completed,0.154,20
O6482,U2302,2026-06-15,PRMH.CA,Buy,Active,2.757,10
O6483,U2306,2026-07-14,PHDC.CA,Buy,Completed,14.675,50
O6484,U2306,2026-07-08,AMOC.CA,Buy,Completed,8.101,40
O6485,U2306,2026-06-08,ARAB.CA,Buy,Completed,0.243,50
O6486,U2307,2026-07-05,FWRY.CA,Buy,Completed,19.43,20
O6487,U2307,2026-07-07,ESAC.CA,Buy,Completed,0.148,500
O6488,U2307,2026-05-18,ESAC.CA,Sell,Active,0.146,20
O6489,U2307,2026-06-01,AMOC.CA,Buy,Completed,8.293,10
O6490,U2308,2026-07-15,ARAB.CA,Buy,Completed,0.247,10
O6491,U2311,2026-07-09,ESAC.CA,Buy,Completed,0.148,10
O6492,U2312,2026-07-01,ARAB.CA,Buy,Active,0.251,200
O6493,U2312,2026-06-09,PHDC.CA,Buy,Active,15.189,50
O6494,U2312,2026-07-01,PHDC.CA,Buy,Completed,15.267,200
O6495,U2312,2026-04-13,ESAC.CA,Buy,Canceled,0.147,200
O6496,U2318,2026-07-12,PHDC.CA,Buy,Completed,14.721,10
O6497,U2318,2026-06-23,PHDC.CA,Buy,Active,15.04,200
O6498,U2322,2026-07-13,AMOC.CA,Buy,Active,8.093,100
O6499,U2323,2026-07-05,PRMH.CA,Buy,Active,2.689,1000
O6500,U2323,2026-06-11,PHDC.CA,Buy,Active,14.645,20
O6501,U2323,2026-06-16,PRMH.CA,Buy,Completed,2.65,40
O6502,U2323,2026-07-14,ESAC.CA,Buy,Completed,0.148,500
O6503,U2323,2026-07-08,ARAB.CA,Buy,Completed,0.252,40
O6504,U2323,2026-06-22,ESAC.CA,Buy,Completed,0.146,10
O6505,U2323,2026-07-06,FWRY.CA,Buy,Active,19.486,100
O6506,U2323,2026-06-25,ARAB.CA,Buy,Completed,0.243,10
O6507,U2323,2026-06-10,PRMH.CA,Buy,Completed,2.692,100
O6508,U2323,2026-06-01,ARAB.CA,Sell,Completed,0.245,10
O6509,U2323,2026-06-14,FWRY.CA,Buy,Completed,18.695,20
O6510,U2325,2026-07-13,ARAB.CA,Buy,Active,0.237,40
O6511,U2325,2026-07-09,AMOC.CA,Buy,Completed,7.925,10
O6512,U2325,2026-07-13,ARAB.CA,Buy,Completed,0.253,40
O6513,U2329,2026-07-14,FWRY.CA,Buy,Completed,19.955,40
O6514,U2329,2026-07-01,AMOC.CA,Buy,Completed,8.108,100
O6515,U2329,2026-06-21,PRMH.CA,Buy,Completed,2.823,100
O6516,U2329,2026-07-09,AMOC.CA,Buy,Completed,7.999,200
O6517,U2329,2026-07-15,ARAB.CA,Buy,Active,0.241,200
O6518,U2329,2026-07-13,AMOC.CA,Buy,Completed,8.125,100
O6519,U2330,2026-07-15,AMOC.CA,Buy,Completed,8.199,40
O6520,U2332,2026-06-28,AMOC.CA,Buy,Active,7.861,20
O6521,U2332,2026-06-02,ARAB.CA,Buy,Completed,0.244,10
O6522,U2332,2026-06-10,ESAC.CA,Buy,Canceled,0.145,10
O6523,U2332,2026-06-03,ARAB.CA,Sell,Active,0.239,20
O6524,U2334,2026-05-17,ARAB.CA,Buy,Active,0.24,40
O6525,U2334,2026-05-24,PRMH.CA,Buy,Completed,2.657,200
O6526,U2344,2026-07-13,PRMH.CA,Buy,Completed,2.74,100
O6527,U2344,2026-06-09,ESAC.CA,Buy,Active,0.155,500
O6528,U2344,2026-06-09,PRMH.CA,Sell,Completed,2.649,200
O6529,U2344,2026-06-14,PRMH.CA,Buy,Completed,2.679,600
O6530,U2344,2026-06-16,ARAB.CA,Buy,Completed,0.243,200
O6531,U2344,2026-07-02,ARAB.CA,Buy,Completed,0.253,40
O6532,U2344,2026-06-03,ESAC.CA,Buy,Completed,0.15,20
O6533,U2347,2026-07-02,ARAB.CA,Buy,Completed,0.252,40
O6534,U2347,2026-07-05,ESAC.CA,Buy,Active,0.152,100
O6535,U2348,2026-07-15,PRMH.CA,Buy,Active,2.773,500
O6536,U2348,2026-07-15,PHDC.CA,Buy,Canceled,14.608,200
O6537,U2348,2026-07-12,FWRY.CA,Buy,Completed,18.816,20
O6538,U2348,2026-07-15,PRMH.CA,Buy,Completed,2.66,20
O6539,U2348,2026-07-13,ARAB.CA,Buy,Canceled,0.252,40
O6540,U2348,2026-07-13,AMOC.CA,Buy,Completed,7.831,200
O6541,U2348,2026-06-28,ESAC.CA,Buy,Completed,0.15,200
O6542,U2348,2026-07-05,PRMH.CA,Buy,Canceled,2.757,40
O6543,U2348,2026-07-13,ARAB.CA,Buy,Completed,0.244,10
O6544,U2349,2026-06-21,PHDC.CA,Buy,Completed,14.624,500
O6545,U2351,2026-07-08,PRMH.CA,Buy,Completed,2.708,500
O6546,U2351,2026-06-17,PHDC.CA,Buy,Canceled,14.95,10
O6547,U2351,2026-07-07,PHDC.CA,Buy,Completed,15.002,40
O6548,U2351,2026-07-14,ARAB.CA,Buy,Completed,0.244,50
O6549,U2352,2026-05-31,PHDC.CA,Buy,Completed,15.092,50
O6550,U2355,2026-07-09,PRMH.CA,Buy,Completed,2.66,500
O6551,U2355,2026-06-29,ARAB.CA,Buy,Active,0.24,100
O6552,U2355,2026-07-02,PRMH.CA,Buy,Completed,2.738,500
O6553,U2355,2026-07-09,AMOC.CA,Buy,Completed,8.083,100
O6554,U2355,2026-07-09,FWRY.CA,Buy,Completed,19.125,50
O6555,U2355,2026-07-09,PHDC.CA,Buy,Active,15.34,50
O6556,U2359,2026-05-06,ARAB.CA,Buy,Canceled,0.243,200
O6557,U2359,2026-05-24,FWRY.CA,Buy,Completed,19.16,200
O6558,U2359,2026-05-26,ARAB.CA,Buy,Completed,0.244,40
O6559,U2359,2026-04-28,FWRY.CA,Sell,Active,18.839,200
O6560,U2364,2026-06-30,PHDC.CA,Buy,Completed,14.876,200
O6561,U2364,2026-07-07,AMOC.CA,Buy,Completed,8.062,10
O6562,U2373,2026-05-18,FWRY.CA,Buy,Completed,19.876,40
O6563,U2376,2026-07-02,ESAC.CA,Buy,Completed,0.154,10
O6564,U2376,2026-07-13,PRMH.CA,Buy,Completed,2.709,50
O6565,U2377,2026-07-14,ARAB.CA,Buy,Completed,0.248,10
O6566,U2377,2026-07-09,PHDC.CA,Buy,Active,14.974,80
O6567,U2377,2026-07-14,PRMH.CA,Buy,Completed,2.729,500
O6568,U2377,2026-07-14,PHDC.CA,Buy,Completed,14.488,1000
O6569,U2379,2026-06-22,AMOC.CA,Buy,Completed,8.015,1000
O6570,U2379,2026-05-25,ESAC.CA,Buy,Completed,0.146,250
O6571,U2379,2026-04-27,FWRY.CA,Buy,Completed,18.866,50
O6572,U2379,2026-06-18,PRMH.CA,Buy,Completed,2.785,50
O6573,U2379,2026-04-20,ARAB.CA,Buy,Completed,0.241,200
O6574,U2379,2026-07-06,AMOC.CA,Buy,Active,7.88,40
O6575,U2379,2026-05-12,PHDC.CA,Buy,Canceled,14.659,20
O6576,U2379,2026-06-04,FWRY.CA,Buy,Completed,19.197,100
O6577,U2386,2026-07-07,ESAC.CA,Buy,Active,0.153,40
O6578,U2386,2026-07-13,AMOC.CA,Buy,Completed,8.18,20
O6579,U2386,2026-07-15,AMOC.CA,Sell,Active,7.873,1000
O6580,U2386,2026-07-12,FWRY.CA,Buy,Completed,19.716,40
O6581,U2386,2026-06-30,FWRY.CA,Sell,Completed,19.817,40
O6582,U2386,2026-07-06,AMOC.CA,Sell,Completed,8.263,100
O6583,U2386,2026-06-23,ARAB.CA,Buy,Completed,0.25,20
O6584,U2386,2026-07-09,ARAB.CA,Sell,Active,0.245,250
O6585,U2386,2026-07-12,ESAC.CA,Buy,Completed,0.153,500
O6586,U2388,2026-06-25,FWRY.CA,Buy,Completed,19.66,10
O6587,U2389,2026-07-08,AMOC.CA,Buy,Completed,7.788,100
O6588,U2389,2026-06-29,PHDC.CA,Buy,Completed,14.817,100
O6589,U2393,2026-06-28,PRMH.CA,Buy,Completed,2.771,200
O6590,U2393,2026-07-06,PRMH.CA,Sell,Completed,2.681,20
O6591,U2393,2026-07-14,FWRY.CA,Buy,Completed,19.217,100
O6592,U2393,2026-07-13,ESAC.CA,Buy,Completed,0.146,40
O6593,U2394,2026-06-01,PRMH.CA,Buy,Completed,2.81,100
O6594,U2394,2026-06-30,FWRY.CA,Buy,Canceled,19.137,50
O6595,U2395,2026-05-17,FWRY.CA,Buy,Active,18.833,40
O6596,U2398,2026-05-19,FWRY.CA,Buy,Completed,19.951,400
O6597,U2399,2026-06-30,ESAC.CA,Buy,Active,0.152,500
O6598,U2399,2026-07-08,FWRY.CA,Buy,Completed,19.229,500
O6599,U2400,2026-07-14,FWRY.CA,Buy,Completed,18.813,20
O6600,U2400,2026-07-12,AMOC.CA,Buy,Completed,8.176,10
O6601,U2400,2026-07-15,PHDC.CA,Buy,Completed,15.256,50
O6602,U2400,2026-07-15,ESAC.CA,Buy,Completed,0.151,200
O6603,U2404,2026-06-07,FWRY.CA,Buy,Completed,18.842,20
O6604,U2412,2026-05-26,ESAC.CA,Buy,Canceled,0.154,200
O6605,U2412,2026-06-18,ARAB.CA,Buy,Completed,0.254,20
O6606,U2412,2026-06-22,PRMH.CA,Buy,Active,2.731,40
O6607,U2412,2026-06-11,PHDC.CA,Buy,Active,15.235,50
O6608,U2414,2026-07-01,ARAB.CA,Buy,Completed,0.249,10
O6609,U2414,2026-06-04,FWRY.CA,Buy,Completed,19.437,50
O6610,U2414,2026-06-10,ESAC.CA,Buy,Completed,0.152,100
O6611,U2414,2026-07-07,FWRY.CA,Sell,Active,19.362,50
O6612,U2414,2026-07-12,PRMH.CA,Buy,Active,2.825,50
O6613,U2414,2026-06-29,PHDC.CA,Buy,Canceled,15.031,500
O6614,U2416,2026-06-28,ARAB.CA,Buy,Completed,0.24,300
O6615,U2416,2026-05-04,AMOC.CA,Buy,Active,8.155,40
O6616,U2416,2026-06-23,FWRY.CA,Buy,Completed,18.926,20
O6617,U2418,2026-06-10,PRMH.CA,Buy,Canceled,2.818,500
O6618,U2418,2026-06-21,AMOC.CA,Buy,Canceled,8.086,500
O6619,U2418,2026-06-22,PHDC.CA,Buy,Completed,14.91,40
O6620,U2420,2026-05-12,FWRY.CA,Buy,Completed,18.985,200
O6621,U2420,2026-06-25,ARAB.CA,Buy,Canceled,0.25,500
O6622,U2420,2026-06-02,ESAC.CA,Buy,Active,0.152,200
O6623,U2420,2026-06-17,PRMH.CA,Buy,Completed,2.768,100
O6624,U2422,2026-06-23,ARAB.CA,Buy,Completed,0.249,20
O6625,U2423,2026-07-14,ESAC.CA,Buy,Completed,0.146,50
O6626,U2429,2026-07-12,ESAC.CA,Buy,Completed,0.147,10
O6627,U2429,2026-07-12,FWRY.CA,Buy,Canceled,19.686,40
O6628,U2429,2026-07-15,PHDC.CA,Buy,Completed,15.316,100
O6629,U2431,2026-07-08,PRMH.CA,Buy,Canceled,2.651,20
O6630,U2431,2026-07-05,AMOC.CA,Buy,Canceled,8.249,200
O6631,U2431,2026-07-14,PRMH.CA,Buy,Completed,2.741,60
O6632,U2431,2026-07-09,ESAC.CA,Buy,Completed,0.145,100
O6633,U2431,2026-07-08,FWRY.CA,Buy,Completed,19.583,120
O6634,U2431,2026-07-15,ESAC.CA,Buy,Canceled,0.149,200
O6635,U2431,2026-07-01,FWRY.CA,Buy,Completed,19.18,200
O6636,U2431,2026-07-13,PHDC.CA,Buy,Completed,14.62,50
O6637,U2431,2026-07-13,ESAC.CA,Buy,Completed,0.147,50
O6638,U2438,2026-06-28,ARAB.CA,Buy,Completed,0.245,200
O6639,U2438,2026-06-17,PHDC.CA,Buy,Completed,15.104,100
O6640,U2438,2026-07-13,ESAC.CA,Buy,Completed,0.154,10
O6641,U2439,2026-06-24,FWRY.CA,Buy,Canceled,19.43,50
O6642,U2439,2026-06-15,AMOC.CA,Buy,Completed,7.977,10
O6643,U2442,2026-06-21,ARAB.CA,Buy,Completed,0.248,40
O6644,U2442,2026-07-05,ARAB.CA,Buy,Completed,0.249,200
O6645,U2444,2026-07-07,PRMH.CA,Buy,Completed,2.67,50
O6646,U2444,2026-06-28,FWRY.CA,Buy,Completed,19.619,50
O6647,U2444,2026-06-21,ESAC.CA,Buy,Active,0.155,500
O6648,U2444,2026-07-02,PHDC.CA,Buy,Completed,14.636,10
O6649,U2444,2026-06-28,PRMH.CA,Buy,Completed,2.725,40
O6650,U2449,2026-07-15,PRMH.CA,Buy,Active,2.693,10
O6651,U2453,2026-07-12,PRMH.CA,Buy,Completed,2.719,500
O6652,U2453,2026-06-15,ARAB.CA,Buy,Completed,0.249,40
O6653,U2453,2026-07-13,PHDC.CA,Buy,Completed,14.426,40
O6654,U2453,2026-07-02,ESAC.CA,Buy,Active,0.151,100
O6655,U2453,2026-06-09,PRMH.CA,Buy,Completed,2.663,100
O6656,U2453,2026-06-16,PRMH.CA,Buy,Completed,2.832,20
O6657,U2453,2026-06-30,FWRY.CA,Buy,Completed,18.969,40
O6658,U2454,2026-06-30,ARAB.CA,Buy,Completed,0.238,20
O6659,U2454,2026-07-05,AMOC.CA,Buy,Active,7.849,200
O6660,U2454,2026-07-14,ARAB.CA,Buy,Completed,0.244,20
O6661,U2454,2026-07-09,ESAC.CA,Buy,Completed,0.154,500
O6662,U2454,2026-07-02,AMOC.CA,Buy,Completed,8.058,500
O6663,U2454,2026-06-23,AMOC.CA,Buy,Canceled,8.029,200
O6664,U2454,2026-07-13,AMOC.CA,Sell,Completed,7.818,40
O6665,U2462,2026-07-12,AMOC.CA,Buy,Completed,8.263,20
O6666,U2462,2026-07-09,PRMH.CA,Buy,Completed,2.745,40
O6667,U2464,2026-06-09,PRMH.CA,Buy,Active,2.772,10
O6668,U2464,2026-05-06,PRMH.CA,Buy,Active,2.791,40
O6669,U2464,2026-06-22,FWRY.CA,Buy,Active,19.347,20
O6670,U2464,2026-06-01,FWRY.CA,Buy,Completed,19.925,10
O6671,U2470,2026-06-16,AMOC.CA,Buy,Completed,7.973,50
O6672,U2470,2026-05-12,FWRY.CA,Buy,Active,19.333,100
O6673,U2470,2026-05-04,PHDC.CA,Buy,Completed,15.338,200
O6674,U2476,2026-06-09,ESAC.CA,Buy,Completed,0.15,100
O6675,U2477,2026-07-05,PRMH.CA,Buy,Completed,2.651,100
O6676,U2477,2026-06-25,PHDC.CA,Buy,Active,14.945,200
O6677,U2477,2026-04-06,PRMH.CA,Buy,Active,2.746,40
O6678,U2477,2026-07-12,PHDC.CA,Buy,Completed,14.641,100
O6679,U2479,2026-07-05,PRMH.CA,Buy,Completed,2.645,50
O6680,U2483,2026-06-04,AMOC.CA,Buy,Completed,8.146,40
O6681,U2483,2026-05-19,ARAB.CA,Buy,Completed,0.25,500
O6682,U2487,2026-06-21,FWRY.CA,Buy,Completed,19.597,200
O6683,U2487,2026-07-06,ESAC.CA,Buy,Completed,0.147,50
O6684,U2488,2026-07-02,ARAB.CA,Buy,Completed,0.244,50
O6685,U2488,2026-07-15,PHDC.CA,Buy,Completed,14.787,10
O6686,U2488,2026-06-14,ARAB.CA,Buy,Active,0.246,20
O6687,U2488,2026-07-15,PRMH.CA,Buy,Canceled,2.794,40
O6688,U2488,2026-06-30,PHDC.CA,Buy,Completed,14.967,200
O6689,U2488,2026-07-09,FWRY.CA,Buy,Completed,19.964,50
O6690,U2488,2026-07-07,ESAC.CA,Buy,Completed,0.153,50
O6691,U2489,2026-06-28,ESAC.CA,Buy,Completed,0.149,200
O6692,U2489,2026-06-29,AMOC.CA,Buy,Active,7.94,20
O6693,U2489,2026-06-28,FWRY.CA,Buy,Completed,18.849,500
O6694,U2491,2026-06-25,PHDC.CA,Buy,Canceled,14.499,200
O6695,U2491,2026-06-21,PRMH.CA,Buy,Active,2.651,150
O6696,U2491,2026-07-08,ESAC.CA,Buy,Completed,0.146,200
O6697,U2491,2026-06-23,PHDC.CA,Buy,Completed,14.815,100
O6698,U2491,2026-06-30,ARAB.CA,Buy,Completed,0.245,600
O6699,U2491,2026-07-05,ARAB.CA,Buy,Completed,0.239,150
O6700,U2491,2026-06-24,PHDC.CA,Buy,Active,15.053,50
O6701,U2491,2026-07-14,FWRY.CA,Buy,Completed,19.782,200
O6702,U2491,2026-06-14,PHDC.CA,Buy,Completed,15.275,50
O6703,U2492,2026-07-02,PHDC.CA,Buy,Completed,14.905,10
O6704,U2492,2026-06-22,AMOC.CA,Buy,Completed,8.149,40
O6705,U2492,2026-06-07,AMOC.CA,Buy,Completed,7.949,10
O6706,U2492,2026-07-12,PHDC.CA,Buy,Completed,15.155,200
O6707,U2492,2026-06-01,ESAC.CA,Buy,Completed,0.155,50
O6708,U2495,2026-07-14,ESAC.CA,Buy,Completed,0.149,200
O6709,U2495,2026-07-14,ESAC.CA,Buy,Completed,0.153,20
O6710,U2495,2026-07-14,PHDC.CA,Buy,Completed,15.088,200
O6711,U2495,2026-07-13,PHDC.CA,Buy,Completed,14.684,500
O6712,U2495,2026-07-12,AMOC.CA,Buy,Completed,8.04,200
O6713,U2495,2026-07-14,PRMH.CA,Buy,Completed,2.799,200
O6714,U2495,2026-07-14,PHDC.CA,Sell,Completed,14.632,100
O6715,U2495,2026-07-12,ARAB.CA,Buy,Active,0.25,200
O6716,U2495,2026-07-13,ESAC.CA,Sell,Completed,0.148,50
O6717,U2495,2026-07-02,FWRY.CA,Buy,Canceled,19.864,10
O6718,U2501,2026-06-21,ARAB.CA,Buy,Canceled,0.251,20
O6719,U2508,2026-07-05,AMOC.CA,Buy,Completed,7.825,200
O6720,U2508,2026-07-15,AMOC.CA,Buy,Active,7.974,500
O6721,U2508,2026-07-12,ARAB.CA,Buy,Canceled,0.244,50
O6722,U2508,2026-07-06,PHDC.CA,Buy,Active,14.955,40
O6723,U2512,2026-07-14,AMOC.CA,Buy,Completed,7.996,20
O6724,U2512,2026-07-06,PHDC.CA,Buy,Completed,14.999,40
O6725,U2513,2026-07-15,ARAB.CA,Buy,Completed,0.246,50
O6726,U2513,2026-07-09,FWRY.CA,Buy,Completed,18.652,200
O6727,U2516,2026-06-03,PRMH.CA,Buy,Completed,2.662,50
O6728,U2516,2026-06-28,AMOC.CA,Buy,Active,7.769,40
O6729,U2516,2026-07-14,FWRY.CA,Buy,Completed,19.748,20
O6730,U2520,2026-06-09,AMOC.CA,Buy,Completed,7.85,500
O6731,U2520,2026-06-22,AMOC.CA,Sell,Canceled,8.299,200
O6732,U2520,2026-06-16,PRMH.CA,Buy,Canceled,2.713,40
O6733,U2520,2026-07-14,AMOC.CA,Sell,Completed,8.307,200
O6734,U2520,2026-05-18,PHDC.CA,Buy,Canceled,14.554,250
O6735,U2520,2026-06-11,FWRY.CA,Buy,Canceled,19.74,1000
O6736,U2520,2026-04-23,PRMH.CA,Buy,Completed,2.707,1500
O6737,U2520,2026-06-11,PHDC.CA,Buy,Completed,15.057,100
O6738,U2520,2026-06-23,ESAC.CA,Buy,Completed,0.15,50
O6739,U2523,2026-06-25,AMOC.CA,Buy,Completed,7.785,100
O6740,U2523,2026-06-08,ARAB.CA,Buy,Active,0.251,100
O6741,U2523,2026-07-05,FWRY.CA,Buy,Completed,18.745,10
O6742,U2523,2026-06-11,AMOC.CA,Buy,Active,7.897,100
O6743,U2529,2026-05-19,PRMH.CA,Buy,Canceled,2.718,100
O6744,U2530,2026-06-23,ESAC.CA,Buy,Completed,0.148,200
O6745,U2533,2026-07-15,PHDC.CA,Buy,Completed,14.88,40
O6746,U2535,2026-07-06,PHDC.CA,Buy,Completed,15.199,50
O6747,U2544,2026-05-05,AMOC.CA,Buy,Completed,8.078,100
O6748,U2544,2026-05-24,AMOC.CA,Buy,Active,8.141,100
O6749,U2546,2026-07-08,ARAB.CA,Buy,Completed,0.239,40
O6750,U2551,2026-05-11,ESAC.CA,Buy,Completed,0.153,40
O6751,U2551,2026-05-24,PHDC.CA,Buy,Completed,15.292,10
O6752,U2553,2026-05-25,FWRY.CA,Buy,Completed,19.071,10
O6753,U2553,2026-06-16,ARAB.CA,Buy,Canceled,0.241,200
O6754,U2556,2026-06-30,ARAB.CA,Buy,Completed,0.246,20
O6755,U2559,2026-06-24,FWRY.CA,Buy,Completed,19.838,100
O6756,U2559,2026-07-09,ARAB.CA,Buy,Completed,0.254,20
O6757,U2570,2026-07-12,FWRY.CA,Buy,Completed,19.443,20
O6758,U2570,2026-06-30,FWRY.CA,Buy,Canceled,18.986,500
O6759,U2570,2026-05-27,PRMH.CA,Buy,Completed,2.808,500
