user_id,client_segment,country,risk_profile,registration_date
U2166,Mass,Egypt,Moderate,2026-05-11
U2167,Affluent,Egypt,Conservative,2026-06-14
U2168,Mass,Egypt,Aggressive,2026-04-24
U2169,Mass,Egypt,Moderate,2026-06-18
U2170,Mass,Egypt,Moderate,2026-05-24
U2171,Affluent,Egypt,Aggressive,2026-05-06
U2172,Mass,Egypt,Aggressive,2026-06-27
U2173,Mass,Egypt,Moderate,2026-05-01
U2174,Mass,Saudi Arabia,Conservative,2026-07-12
U2175,High Net Worth,Egypt,Aggressive,2026-04-23
U2176,Mass,Egypt,Aggressive,2026-06-20
U2177,Mass,UAE,Aggressive,2026-05-09
U2178,Mass,Saudi Arabia,Conservative,2026-04-13
U2179,Affluent,Egypt,Aggressive,2026-05-31
U2180,Affluent,Egypt,Moderate,2026-05-04
U2181,Mass,Egypt,Aggressive,2026-05-03
U2182,Mass,Egypt,Moderate,2026-06-26
U2183,High Net Worth,Egypt,Moderate,2026-06-23
U2184,Mass,Qatar,Moderate,2026-05-12
U2185,Affluent,Egypt,Moderate,2026-04-11
U2186,Mass,Egypt,Moderate,2026-04-19
U2187,Affluent,Egypt,Aggressive,2026-05-24
U2188,Affluent,Egypt,Aggressive,2026-04-10
U2189,Mass,Egypt,Moderate,2026-06-23
U2190,Mass,Egypt,Moderate,2026-05-05
U2191,Affluent,UAE,Aggressive,2026-07-05
U2192,Mass,Qatar,Moderate,2026-04-24
U2193,Affluent,Egypt,Conservative,2026-05-03
U2194,High Net Worth,Egypt,Conservative,2026-04-22
U2195,Mass,Egypt,Aggressive,2026-05-31
U2196,Mass,Egypt,Moderate,2026-07-07
U2197,High Net Worth,Egypt,Moderate,2026-04-11
U2198,Affluent,Saudi Arabia,Moderate,2026-05-02
U2199,Affluent,Egypt,Conservative,2026-06-07
U2200,Affluent,Egypt,Moderate,2026-05-12
U2201,Affluent,Egypt,Aggressive,2026-05-05
U2202,Mass,Egypt,Aggressive,2026-06-09
U2203,Mass,Egypt,Moderate,2026-06-21
U2204,Affluent,Egypt,Moderate,2026-06-08
U2205,Mass,Egypt,Moderate,2026-04-12
U2206,Mass,Egypt,Moderate,2026-05-09
U2207,Mass,Egypt,Aggressive,2026-04-18
U2208,Mass,Egypt,Conservative,2026-06-02
U2209,High Net Worth,Egypt,Conservative,2026-05-26
U2210,Affluent,Egypt,Aggressive,2026-06-10
U2211,Mass,Egypt,Moderate,2026-05-21
U2212,Mass,Egypt,Moderate,2026-05-19
U2213,Mass,Egypt,Moderate,2026-06-06
U2214,Affluent,Kuwait,Aggressive,2026-06-27
U2215,Mass,Egypt,Moderate,2026-05-05
U2216,Mass,Saudi Arabia,Conservative,2026-05-08
U2217,Mass,Egypt,Moderate,2026-06-29
U2218,Affluent,Egypt,Conservative,2026-04-07
U2219,High Net Worth,Egypt,Aggressive,2026-05-07
U2220,Mass,Egypt,Moderate,2026-04-30
U2221,Mass,Egypt,Conservative,2026-05-24
U2222,Mass,UAE,Aggressive,2026-05-30
U2223,Affluent,Egypt,Conservative,2026-07-06
U2224,High Net Worth,Egypt,Aggressive,2026-04-10
U2225,Mass,Egypt,Aggressive,2026-05-03
U2226,Affluent,Saudi Arabia,Conservative,2026-07-08
U2227,Affluent,Egypt,Aggressive,2026-05-02
U2228,Affluent,Egypt,Moderate,2026-07-08
U2229,Mass,Egypt,Conservative,2026-05-20
U2230,Affluent,Egypt,Moderate,2026-06-20
U2231,Affluent,UAE,Moderate,2026-04-16
U2232,Mass,Egypt,Conservative,2026-04-07
U2233,Affluent,Egypt,Conservative,2026-06-21
U2234,Mass,Egypt,Aggressive,2026-06-14
U2235,Mass,UAE,Conservative,2026-04-06
U2236,Mass,Egypt,Moderate,2026-04-20
U2237,Mass,Egypt,Conservative,2026-04-12
U2238,Affluent,Egypt,Aggressive,2026-07-07
U2239,Affluent,Egypt,Moderate,2026-06-29
U2240,Mass,Egypt,Moderate,2026-05-11
U2241,High Net Worth,UAE,Aggressive,2026-05-27
U2242,Affluent,Egypt,Moderate,2026-07-02
U2243,Mass,Saudi Arabia,Moderate,2026-05-27
U2244,Mass,Egypt,Moderate,2026-06-12
U2245,Mass,Egypt,Moderate,2026-05-06
U2246,Affluent,Egypt,Aggressive,2026-04-21
U2247,Mass,Egypt,Moderate,2026-05-04
U2248,Mass,Egypt,Aggressive,2026-06-04
U2249,Mass,Egypt,Conservative,2026-05-17
U2250,Affluent,Egypt,Moderate,2026-06-24
U2251,High Net Worth,UAE,Conservative,2026-06-27
U2252,Mass,Egypt,Moderate,2026-05-12
U2253,Mass,Egypt,Conservative,2026-06-24
U2254,Mass,Saudi Arabia,Conservative,2026-04-05
U2255,Mass,Egypt,Conservative,2026-06-13
U2256,Affluent,Egypt,Moderate,2026-06-19
U2257,Affluent,Egypt,Moderate,2026-06-17
U2258,Affluent,Egypt,Aggressive,2026-06-23
U2259,Mass,Saudi Arabia,Conservative,2026-07-12
U2260,Affluent,Egypt,Moderate,2026-05-24
U2261,Affluent,UAE,Conservative,2026-06-18
U2262,Mass,Egypt,Conservative,2026-05-09
U2263,Mass,Egypt,Moderate,2026-04-13
U2264,Affluent,Egypt,Conservative,2026-06-07
U2265,Affluent,Egypt,Aggressive,2026-06-11
U2266,Affluent,Egypt,Conservative,2026-06-21
U2267,Mass,Egypt,Moderate,2026-05-25
U2268,Affluent,Egypt,Conservative,2026-05-22
U2269,Mass,Egypt,Moderate,2026-06-16
U2270,Mass,Egypt,Moderate,2026-05-12
U2271,Affluent,Egypt,Moderate,2026-07-02
U2272,Mass,Egypt,Moderate,2026-05-19
U2273,Affluent,Kuwait,Moderate,2026-05-28
U2274,Mass,Egypt,Moderate,2026-05-07
U2275,Mass,Egypt,Aggressive,2026-05-09
U2276,Mass,Bahrain,Conservative,2026-05-11
U2277,Mass,Saudi Arabia,Moderate,2026-05-06
U2278,High Net Worth,Egypt,Moderate,2026-06-13
U2279,Mass,Egypt,Moderate,2026-04-18
U2280,Mass,Saudi Arabia,Moderate,2026-05-03
U2281,Affluent,Egypt,Moderate,2026-04-28
U2282,Affluent,UAE,Aggressive,2026-04-23
U2283,Mass,Saudi Arabia,Moderate,2026-04-13
U2284,Mass,Egypt,Moderate,2026-06-13
U2285,Mass,UAE,Aggressive,2026-05-13
U2286,Mass,UAE,Moderate,2026-04-16
U2287,Affluent,Egypt,Moderate,2026-06-17
U2288,High Net Worth,Egypt,Moderate,2026-04-07
U2289,Mass,Egypt,Moderate,2026-04-20
U2290,Mass,Egypt,Conservative,2026-06-26
U2291,Affluent,Egypt,Moderate,2026-06-16
U2292,Mass,Egypt,Moderate,2026-07-10
U2293,Mass,Egypt,Conservative,2026-06-13
U2294,Affluent,Egypt,Moderate,2026-05-22
U2295,Mass,UAE,Conservative,2026-04-18
U2296,Mass,Egypt,Moderate,2026-06-13
U2297,Mass,Egypt,Moderate,2026-05-02
U2298,Mass,Egypt,Moderate,2026-06-27
U2299,High Net Worth,Egypt,Moderate,2026-05-25
U2300,Mass,Egypt,Moderate,2026-06-23
U2301,Mass,Egypt,Aggressive,2026-06-18
U2302,Affluent,UAE,Moderate,2026-05-27
U2303,Mass,UAE,Conservative,2026-05-18
U2304,Mass,UAE,Conservative,2026-07-04
U2305,Mass,Qatar,Aggressive,2026-05-07
U2306,Mass,Egypt,Conservative,2026-05-28
U2307,Mass,Egypt,Moderate,2026-04-28
U2308,Mass,Egypt,Moderate,2026-06-01
U2309,Affluent,Bahrain,Moderate,2026-06-25
U2310,Mass,Egypt,Moderate,2026-04-06
U2311,Mass,Egypt,Conservative,2026-06-29
U2312,Mass,Egypt,Moderate,2026-04-02
U2313,Mass,Egypt,Moderate,2026-06-24
U2314,Mass,Egypt,Moderate,2026-06-23
U2315,Mass,Qatar,Moderate,2026-06-30
U2316,Mass,Egypt,Aggressive,2026-06-08
U2317,Mass,Egypt,Aggressive,2026-06-11
U2318,High Net Worth,Egypt,Moderate,2026-06-07
U2319,Mass,Egypt,Moderate,2026-04-03
U2320,Mass,Egypt,Moderate,2026-05-01
U2321,High Net Worth,Qatar,Moderate,2026-04-08
U2322,Affluent,Saudi Arabia,Aggressive,2026-04-04
U2323,High Net Worth,Qatar,Conservative,2026-05-14
U2324,Affluent,Egypt,Conservative,2026-05-19
U2325,Mass,Egypt,Aggressive,2026-06-27
U2326,Mass,Egypt,Conservative,2026-05-10
U2327,High Net Worth,Egypt,Moderate,2026-04-27
U2328,Affluent,Egypt,Moderate,2026-04-26
U2329,Affluent,Egypt,Moderate,2026-06-07
U2330,High Net Worth,Egypt,Aggressive,2026-07-08
U2331,Mass,Kuwait,Aggressive,2026-05-11
U2332,Mass,Egypt,Moderate,2026-04-24
U2333,Mass,Saudi Arabia,Moderate,2026-07-07
U2334,Mass,Qatar,Aggressive,2026-05-09
U2335,Mass,Kuwait,Aggressive,2026-07-04
U2336,Mass,UAE,Conservative,2026-04-24
U2337,Mass,Bahrain,Moderate,2026-06-17
U2338,Mass,Egypt,Conservative,2026-06-27
U2339,Mass,Egypt,Aggressive,2026-04-18
U2340,Mass,Egypt,Moderate,2026-05-18
U2341,Mass,Egypt,Moderate,2026-04-21
U2342,Mass,Egypt,Aggressive,2026-04-02
U2343,High Net Worth,Qatar,Conservative,2026-06-25
U2344,High Net Worth,UAE,Conservative,2026-05-27
U2345,Affluent,Egypt,Moderate,2026-05-29
U2346,Affluent,Egypt,Aggressive,2026-06-17
U2347,Affluent,Egypt,Moderate,2026-06-18
U2348,High Net Worth,Egypt,Moderate,2026-06-22
U2349,Affluent,UAE,Moderate,2026-05-28
U2350,Mass,Saudi Arabia,Aggressive,2026-05-02
U2351,Mass,Egypt,Moderate,2026-06-11
U2352,Mass,UAE,Aggressive,2026-04-25
U2353,Mass,Egypt,Moderate,2026-05-07
U2354,Mass,Egypt,Moderate,2026-04-07
U2355,Affluent,Kuwait,Moderate,2026-06-22
U2356,Mass,UAE,Conservative,2026-07-09
U2357,Mass,Saudi Arabia,Moderate,2026-05-21
U2358,Mass,Egypt,Conservative,2026-06-15
U2359,Affluent,Saudi Arabia,Aggressive,2026-04-12
U2360,Mass,Egypt,Aggressive,2026-07-11
U2361,Mass,UAE,Conservative,2026-06-30
U2362,Mass,Egypt,Moderate,2026-05-20
U2363,Affluent,Qatar,Moderate,2026-04-21
U2364,Mass,Egypt,Aggressive,2026-05-13
U2365,Mass,Egypt,Conservative,2026-04-19
U2366,Mass,Egypt,Moderate,2026-05-10
U2367,Affluent,Qatar,Moderate,2026-04-24
U2368,Mass,Egypt,Conservative,2026-06-19
U2369,Affluent,Egypt,Moderate,2026-06-03
U2370,Mass,Egypt,Aggressive,2026-05-01
U2371,Mass,Egypt,Moderate,2026-05-27
U2372,Mass,Egypt,Moderate,2026-06-10
U2373,Mass,Egypt,Aggressive,2026-04-27
U2374,Mass,Egypt,Moderate,2026-04-05
U2375,Mass,Egypt,Moderate,2026-06-17
U2376,Mass,Kuwait,Conservative,2026-05-24
U2377,High Net Worth,Egypt,Moderate,2026-06-24
U2378,Affluent,Egypt,Aggressive,2026-04-23
U2379,High Net Worth,UAE,Moderate,2026-04-05
U2380,Mass,Egypt,Moderate,2026-05-19
U2381,Affluent,UAE,Aggressive,2026-04-09
U2382,Mass,Egypt,Moderate,2026-05-06
U2383,Mass,Egypt,Conservative,2026-04-27
U2384,Mass,Egypt,Moderate,2026-06-20
U2385,Mass,Egypt,Moderate,2026-06-17
U2386,High Net Worth,Bahrain,Moderate,2026-06-17
U2387,Affluent,Egypt,Moderate,2026-06-19
U2388,Mass,Egypt,Moderate,2026-06-06
U2389,Affluent,Egypt,Aggressive,2026-06-18
U2390,Mass,Egypt,Conservative,2026-04-16
U2391,Mass,Egypt,Conservative,2026-04-27
U2392,Affluent,Bahrain,Moderate,2026-05-13
U2393,Mass,UAE,Conservative,2026-06-21
U2394,Mass,Egypt,Aggressive,2026-05-10
U2395,Mass,Egypt,Aggressive,2026-04-15
U2396,Affluent,Egypt,Moderate,2026-06-18
U2397,High Net Worth,Saudi Arabia,Conservative,2026-05-14
U2398,High Net Worth,Egypt,Moderate,2026-04-05
U2399,Affluent,Egypt,Moderate,2026-06-08
U2400,Affluent,Egypt,Aggressive,2026-07-05
U2401,Mass,Egypt,Moderate,2026-06-26
U2402,Mass,Egypt,Conservative,2026-06-27
U2403,Mass,Kuwait,Aggressive,2026-04-09
U2404,High Net Worth,Egypt,Conservative,2026-05-19
U2405,Affluent,Saudi Arabia,Moderate,2026-05-20
U2406,Mass,Egypt,Aggressive,2026-05-10
U2407,Affluent,Egypt,Conservative,2026-05-23
U2408,Mass,Saudi Arabia,Moderate,2026-05-09
U2409,Mass,Egypt,Conservative,2026-07-10
U2410,Mass,Egypt,Conservative,2026-06-04
U2411,Mass,Egypt,Moderate,2026-04-25
U2412,Mass,Egypt,Aggressive,2026-05-10
U2413,Affluent,Egypt,Aggressive,2026-06-06
U2414,Affluent,Egypt,Moderate,2026-05-29
U2415,Mass,Saudi Arabia,Conservative,2026-05-10
U2416,High Net Worth,Egypt,Moderate,2026-04-12
U2417,Mass,Saudi Arabia,Conservative,2026-07-08
U2418,Affluent,Egypt,Moderate,2026-05-10
U2419,Affluent,Egypt,Conservative,2026-05-07
U2420,Mass,Egypt,Moderate,2026-04-16
U2421,Mass,Egypt,Conservative,2026-06-19
U2422,Mass,Egypt,Moderate,2026-06-10
U2423,Mass,Egypt,Moderate,2026-05-07
U2424,Mass,Egypt,Moderate,2026-05-14
U2425,Mass,Egypt,Conservative,2026-06-26
U2426,Mass,Egypt,Conservative,2026-05-21
U2427,Mass,Egypt,Moderate,2026-06-28
U2428,Affluent,Egypt,Moderate,2026-04-26
U2429,Affluent,Egypt,Moderate,2026-07-06
U2430,Affluent,Egypt,Conservative,2026-07-12
U2431,High Net Worth,Egypt,Moderate,2026-06-27
U2432,Affluent,UAE,Moderate,2026-04-29
U2433,Mass,Saudi Arabia,Moderate,2026-05-17
U2434,Mass,Egypt,Moderate,2026-07-10
U2435,Affluent,Egypt,Moderate,2026-04-09
U2436,Mass,Egypt,Moderate,2026-04-22
U2437,Mass,Egypt,Moderate,2026-06-05
U2438,Mass,UAE,Aggressive,2026-05-12
U2439,Mass,Egypt,Moderate,2026-05-30
U2440,Mass,Egypt,Moderate,2026-06-10
U2441,Mass,Egypt,Conservative,2026-04-27
U2442,Affluent,Egypt,Aggressive,2026-05-26
U2443,Mass,Egypt,Moderate,2026-04-23
U2444,Affluent,Egypt,Aggressive,2026-06-13
U2445,Affluent,Egypt,Moderate,2026-05-12
U2446,Mass,Saudi Arabia,Conservative,2026-05-22
U2447,Mass,Egypt,Aggressive,2026-07-08
U2448,Affluent,Egypt,Moderate,2026-04-08
U2449,Mass,UAE,Aggressive,2026-07-06
U2450,Affluent,Egypt,Conservative,2026-04-20
U2451,Mass,Egypt,Moderate,2026-05-28
U2452,Mass,Egypt,Moderate,2026-06-12
U2453,Affluent,Egypt,Aggressive,2026-05-26
U2454,Affluent,Kuwait,Aggressive,2026-06-14
U2455,Mass,Bahrain,Moderate,2026-04-17
U2456,Affluent,Egypt,Aggressive,2026-04-07
U2457,Mass,Egypt,Aggressive,2026-04-15
U2458,Affluent,Saudi Arabia,Conservative,2026-06-29
U2459,Mass,Egypt,Moderate,2026-05-22
U2460,Mass,Egypt,Moderate,2026-05-31
U2461,Mass,Egypt,Aggressive,2026-05-17
U2462,Affluent,Egypt,Aggressive,2026-06-25
U2463,Mass,Egypt,Moderate,2026-04-19
U2464,Affluent,Egypt,Moderate,2026-04-18
U2465,Mass,Egypt,Moderate,2026-05-29
U2466,Affluent,Egypt,Aggressive,2026-06-19
U2467,Mass,Egypt,Moderate,2026-05-28
U2468,Mass,Egypt,Moderate,2026-04-01
U2469,Mass,Saudi Arabia,Conservative,2026-06-04
U2470,Mass,Kuwait,Moderate,2026-04-05
U2471,High Net Worth,Egypt,Moderate,2026-04-15
U2472,Mass,Qatar,Conservative,2026-07-03
U2473,Affluent,Bahrain,Aggressive,2026-07-09
U2474,Mass,Egypt,Moderate,2026-06-18
U2475,Mass,Egypt,Moderate,2026-06-25
U2476,Mass,Egypt,Aggressive,2026-05-10
U2477,Mass,Kuwait,Moderate,2026-04-02
U2478,Mass,Egypt,Moderate,2026-07-03
U2479,Mass,Egypt,Aggressive,2026-05-08
U2480,Mass,Egypt,Aggressive,2026-07-05
U2481,Mass,UAE,Moderate,2026-06-20
U2482,Mass,Egypt,Conservative,2026-05-08
U2483,Affluent,Egypt,Moderate,2026-04-11
U2484,Mass,Egypt,Aggressive,2026-05-03
U2485,Mass,Egypt,Aggressive,2026-04-02
U2486,Affluent,Egypt,Aggressive,2026-07-04
U2487,Mass,Egypt,Aggressive,2026-05-04
U2488,Affluent,Egypt,Conservative,2026-06-07
U2489,Affluent,Egypt,Conservative,2026-04-19
U2490,Mass,Saudi Arabia,Aggressive,2026-07-06
U2491,High Net Worth,UAE,Conservative,2026-05-27
U2492,Affluent,Egypt,Moderate,2026-05-15
U2493,Mass,Egypt,Aggressive,2026-04-07
U2494,Mass,Egypt,Moderate,2026-07-05
U2495,High Net Worth,Kuwait,Conservative,2026-06-27
U2496,Affluent,Egypt,Conservative,2026-05-26
U2497,Mass,Kuwait,Moderate,2026-06-26
U2498,Mass,Egypt,Aggressive,2026-04-13
U2499,High Net Worth,Egypt,Aggressive,2026-05-26
U2500,Mass,Egypt,Moderate,2026-05-05
U2501,Mass,Egypt,Moderate,2026-05-21
U2502,Mass,Egypt,Moderate,2026-06-26
U2503,Mass,Egypt,Moderate,2026-06-28
U2504,High Net Worth,Egypt,Conservative,2026-04-02
U2505,Affluent,Egypt,Conservative,2026-04-14
U2506,Affluent,Egypt,Moderate,2026-05-03
U2507,Mass,Egypt,Conservative,2026-06-16
U2508,Affluent,Saudi Arabia,Aggressive,2026-06-21
U2509,Mass,Qatar,Conservative,2026-06-17
U2510,Mass,Egypt,Aggressive,2026-06-12
U2511,Affluent,Egypt,Conservative,2026-04-24
U2512,Mass,Egypt,Aggressive,2026-06-21
U2513,Mass,Bahrain,Aggressive,2026-06-28
U2514,High Net Worth,UAE,Moderate,2026-04-21
U2515,Affluent,Egypt,Conservative,2026-05-20
U2516,Mass,Egypt,Aggressive,2026-05-04
U2517,Mass,Egypt,Aggressive,2026-04-26
U2518,Mass,Egypt,Moderate,2026-04-19
U2519,Mass,Egypt,Moderate,2026-04-14
U2520,High Net Worth,Egypt,Conservative,2026-04-10
U2521,Mass,UAE,Aggressive,2026-04-03
U2522,Affluent,Egypt,Moderate,2026-04-05
U2523,Affluent,Egypt,Moderate,2026-05-21
U2524,Mass,Egypt,Aggressive,2026-06-02
U2525,Mass,Egypt,Moderate,2026-07-10
U2526,Mass,Egypt,Moderate,2026-06-28
U2527,Affluent,Egypt,Moderate,2026-05-16
U2528,Mass,Egypt,Conservative,2026-06-22
U2529,Mass,Egypt,Aggressive,2026-04-11
U2530,Affluent,UAE,Moderate,2026-04-26
U2531,Mass,Egypt,Moderate,2026-04-25
U2532,Mass,Egypt,Conservative,2026-06-28
U2533,Mass,Egypt,Moderate,2026-07-04
U2534,Mass,Egypt,Conservative,2026-06-15
U2535,Mass,Egypt,Aggressive,2026-06-22
U2536,Mass,Egypt,Aggressive,2026-05-28
U2537,High Net Worth,Egypt,Moderate,2026-05-14
U2538,Affluent,Egypt,Conservative,2026-06-23
U2539,Affluent,Egypt,Moderate,2026-06-08
U2540,Mass,Egypt,Aggressive,2026-04-05
U2541,Affluent,Egypt,Conservative,2026-06-19
U2542,Mass,Egypt,Conservative,2026-04-23
U2543,Affluent,Kuwait,Aggressive,2026-04-13
U2544,Mass,Egypt,Moderate,2026-04-14
U2545,Mass,Egypt,Moderate,2026-04-09
U2546,Affluent,Egypt,Aggressive,2026-07-04
U2547,Affluent,Egypt,Aggressive,2026-06-13
U2548,Mass,Egypt,Aggressive,2026-04-28
U2549,Affluent,Egypt,Moderate,2026-04-16
U2550,Mass,UAE,Conservative,2026-05-18
U2551,Mass,Egypt,Aggressive,2026-04-06
U2552,Mass,UAE,Moderate,2026-05-19
U2553,Affluent,Egypt,Moderate,2026-04-01
U2554,Mass,Kuwait,Moderate,2026-06-15
U2555,Affluent,Egypt,Aggressive,2026-07-08
U2556,Mass,Egypt,Conservative,2026-05-05
U2557,Mass,Egypt,Aggressive,2026-06-18
U2558,Affluent,Egypt,Moderate,2026-06-18
U2559,High Net Worth,Egypt,Aggressive,2026-05-15
U2560,Mass,Egypt,Conservative,2026-06-07
U2561,High Net Worth,Egypt,Aggressive,2026-06-09
U2562,Mass,Egypt,Moderate,2026-04-27
U2563,Mass,Egypt,Aggressive,2026-06-27
U2564,Affluent,Kuwait,Moderate,2026-04-21
U2565,Affluent,Egypt,Moderate,2026-05-07
U2566,Mass,Egypt,Moderate,2026-07-07
U2567,Mass,Egypt,Conservative,2026-06-08
U2568,Mass,UAE,Moderate,2026-04-15
U2569,Mass,Egypt,Moderate,2026-06-14
U2570,Mass,Egypt,Moderate,2026-05-12
U2571,Mass,Egypt,Conservative,2026-05-01
U2572,Affluent,Saudi Arabia,Moderate,2026-04-29
U2573,Mass,Egypt,Conservative,2026-05-26
U2574,Mass,Kuwait,Moderate,2026-05-20
U2575,Mass,Egypt,Conservative,2026-05-16
U2576,High Net Worth,Egypt,Conservative,2026-06-28
U2577,Mass,Egypt,Conservative,2026-05-30
U2578,Mass,Egypt,Moderate,2026-05-08
U2579,Mass,UAE,Moderate,2026-06-18
U2580,High Net Worth,Egypt,Moderate,2026-04-30
U2581,Mass,Saudi Arabia,Moderate,2026-04-28
U2582,Mass,Saudi Arabia,Moderate,2026-07-03
U2583,Mass,Saudi Arabia,Moderate,2026-05-26
U2584,Mass,Saudi Arabia,Moderate,2026-04-20
U2585,High Net Worth,Saudi Arabia,Moderate,2026-04-06
U2586,Mass,Egypt,Aggressive,2026-04-05
U2587,Mass,Egypt,Aggressive,2026-06-29
U2588,Affluent,Egypt,Moderate,2026-06-11
U2589,Affluent,Egypt,Moderate,2026-04-28
U2590,Mass,Egypt,Moderate,2026-04-12
U2591,Mass,Egypt,Conservative,2026-05-29
U2592,Affluent,UAE,Conservative,2026-05-29
U2593,Mass,Egypt,Moderate,2026-04-24
U2594,Affluent,Egypt,Moderate,2026-06-21
U2595,Mass,Egypt,Moderate,2026-06-28
U2596,Mass,Egypt,Moderate,2026-05-05
U2597,Affluent,Egypt,Moderate,2026-04-27
U2598,Affluent,Egypt,Aggressive,2026-07-04
U2599,High Net Worth,Egypt,Aggressive,2026-05-17
U2600,Affluent,Egypt,Moderate,2026-06-19
U2601,Mass,Egypt,Moderate,2026-06-30
U2602,Mass,Egypt,Conservative,2026-05-13
U2603,Mass,Egypt,Moderate,2026-07-06
U2604,Mass,Qatar,Conservative,2026-07-05
U2605,Affluent,Egypt,Aggressive,2026-06-04
U2606,Affluent,Egypt,Conservative,2026-05-15
U2607,Mass,Egypt,Aggressive,2026-05-31
U2608,Affluent,Egypt,Moderate,2026-05-08
U2609,Mass,Egypt,Moderate,2026-06-28
U2610,Affluent,Qatar,Conservative,2026-05-29
U2611,Mass,Egypt,Conservative,2026-04-10
U2612,Mass,Egypt,Moderate,2026-06-03
U2613,Mass,Egypt,Aggressive,2026-04-03
U2614,Mass,Qatar,Moderate,2026-04-17
U2615,Mass,Egypt,Moderate,2026-04-03
U2616,Mass,Egypt,Aggressive,2026-04-30
U2617,Affluent,Egypt,Moderate,2026-06-14
U2618,Mass,Egypt,Moderate,2026-06-15
U2619,Affluent,Egypt,Moderate,2026-05-29
U2620,Mass,Egypt,Aggressive,2026-04-22
U2621,Affluent,Egypt,Moderate,2026-05-07
U2622,Affluent,Egypt,Moderate,2026-05-29
U2623,High Net Worth,Egypt,Conservative,2026-06-08
U2624,Mass,Qatar,Aggressive,2026-06-28
U2625,High Net Worth,UAE,Conservative,2026-04-15
U2626,Mass,Egypt,Conservative,2026-05-04
U2627,Mass,Egypt,Moderate,2026-06-25
U2628,Mass,Egypt,Moderate,2026-06-09
U2629,High Net Worth,Egypt,Conservative,2026-04-04
U2630,Mass,Egypt,Conservative,2026-05-29
U2631,High Net Worth,Egypt,Aggressive,2026-06-09
U2632,High Net Worth,Egypt,Moderate,2026-05-31
U2633,Affluent,Qatar,Aggressive,2026-06-13
U2634,Affluent,UAE,Moderate,2026-05-27
U2635,Mass,Egypt,Moderate,2026-04-06
U2636,Mass,Egypt,Moderate,2026-05-22
U2637,Mass,Egypt,Moderate,2026-05-12
U2638,Mass,Egypt,Moderate,2026-04-29
U2639,Affluent,UAE,Conservative,2026-04-11
U2640,Mass,Egypt,Moderate,2026-04-12
U2641,High Net Worth,Egypt,Moderate,2026-06-17
U2642,Mass,Qatar,Aggressive,2026-05-17
U2643,Mass,Egypt,Moderate,2026-05-20
U2644,Mass,Egypt,Moderate,2026-05-28
U2645,Affluent,Egypt,Moderate,2026-05-27
U2646,Affluent,Egypt,Moderate,2026-04-21
U2647,Affluent,Qatar,Moderate,2026-05-24
U2648,Mass,Egypt,Conservative,2026-04-27
U2649,Mass,Bahrain,Moderate,2026-05-13
U2650,Mass,Qatar,Aggressive,2026-04-12
U2651,Mass,Egypt,Moderate,2026-04-23
U2652,Mass,Egypt,Aggressive,2026-04-18
U2653,Mass,Saudi Arabia,Moderate,2026-06-02
U2654,Mass,Saudi Arabia,Aggressive,2026-05-09
U2655,Mass,UAE,Conservative,2026-07-11
U2656,Mass,Egypt,Aggressive,2026-06-21
U2657,Mass,Egypt,Aggressive,2026-05-24
U2658,Mass,Kuwait,Moderate,2026-04-04
U2659,Mass,Egypt,Aggressive,2026-04-09
U2660,Mass,Egypt,Moderate,2026-05-26
U2661,Affluent,Egypt,Moderate,2026-06-28
U2662,Affluent,Egypt,Moderate,2026-04-03
U2663,Affluent,Egypt,Conservative,2026-05-11
U2664,Mass,Egypt,Moderate,2026-04-07
U2665,Mass,Egypt,Aggressive,2026-05-16
U2666,Mass,Egypt,Moderate,2026-04-10
U2667,Mass,UAE,Conservative,2026-04-13
U2668,Mass,Egypt,Moderate,2026-05-11
U2669,Affluent,Egypt,Moderate,2026-06-27
U2670,Affluent,Egypt,Moderate,2026-05-16
U2671,Affluent,Egypt,Moderate,2026-05-18
U2672,Affluent,Egypt,Aggressive,2026-04-21
U2673,Mass,Egypt,Conservative,2026-04-25
U2674,Affluent,Egypt,Moderate,2026-06-07
U2675,Affluent,Egypt,Moderate,2026-07-12
U2676,Mass,Egypt,Conservative,2026-04-17
U2677,High Net Worth,Egypt,Moderate,2026-05-17
U2678,Mass,Egypt,Aggressive,2026-06-06
U2679,Affluent,Egypt,Moderate,2026-04-04
U2680,Affluent,Egypt,Conservative,2026-06-28
U2681,Mass,Egypt,Conservative,2026-04-17
U2682,High Net Worth,Egypt,Aggressive,2026-04-15
U2683,Mass,UAE,Aggressive,2026-04-06
U2684,Mass,Egypt,Moderate,2026-06-15
U2685,Mass,Egypt,Moderate,2026-04-09
U2686,Mass,Egypt,Conservative,2026-04-16
U2687,High Net Worth,Egypt,Aggressive,2026-04-24
U2688,Affluent,Egypt,Conservative,2026-07-05
U2689,High Net Worth,Qatar,Moderate,2026-04-21
U2690,Affluent,UAE,Moderate,2026-06-04
U2691,Mass,Egypt,Moderate,2026-04-02
U2692,Mass,Egypt,Aggressive,2026-04-22
U2693,High Net Worth,Egypt,Aggressive,2026-04-13
U2694,High Net Worth,Kuwait,Aggressive,2026-05-31
U2695,Mass,Egypt,Moderate,2026-04-14
U2696,Mass,Egypt,Moderate,2026-04-28
U2697,Mass,Egypt,Aggressive,2026-05-11
U2698,Mass,Egypt,Conservative,2026-07-07
U2699,Mass,Egypt,Moderate,2026-04-11
U2700,Mass,Egypt,Moderate,2026-06-16
U2701,Affluent,Egypt,Aggressive,2026-04-29
