fund_order_id,user_id,order_date,fund_id,order_type,order_status,certificate_price,certificates
FO3365,U1768,2026-07-01,FUND_MM,Invest,Completed,109.907,20
FO3366,U1768,2026-07-13,FUND_EQS,Invest,Completed,119.094,150
FO3367,U1773,2026-06-14,FUND_GLD,Invest,Canceled,85.017,75
FO3368,U1783,2026-07-14,FUND_EQS,Invest,Completed,118.753,30
FO3369,U1784,2026-05-19,FUND_MM,Invest,Completed,108.377,20
FO3370,U1786,2026-07-12,FUND_EQ,Invest,Active,115.17,50
FO3371,U1786,2026-04-22,FUND_GLD,Invest,Completed,85.689,50
FO3372,U1786,2026-04-27,FUND_MM,Invest,Completed,108.376,100
FO3373,U1786,2026-07-15,FUND_FI_USD,Invest,Completed,101.606,750
FO3374,U1797,2026-07-15,FUND_GLD,Invest,Completed,84.725,100
FO3375,U1797,2026-07-06,FUND_MM,Invest,Completed,110.214,10
FO3376,U1797,2026-06-17,FUND_EQS,Invest,Completed,118.835,150
FO3377,U1797,2026-06-22,FUND_FI_USD,Invest,Completed,100.942,300
FO3378,U1803,2026-07-07,FUND_GLD,Invest,Completed,84.681,750
FO3379,U1803,2026-06-24,FUND_EQ,Invest,Completed,114.905,150
FO3380,U1803,2026-07-13,FUND_FI_USD,Invest,Active,102.148,40
FO3381,U1803,2026-06-09,FUND_EQS,Invest,Completed,119.27,100
FO3382,U1807,2026-06-28,FUND_GLD,Invest,Completed,85.992,450
FO3383,U1807,2026-04-29,FUND_MM,Invest,Completed,110.132,60
FO3384,U1807,2026-06-08,FUND_FI_USD,Invest,Active,101.403,20
FO3385,U1807,2026-05-24,FUND_EQS,Invest,Completed,120.1,10
FO3386,U1809,2026-07-06,FUND_MM,Invest,Canceled,109.794,100
FO3387,U1810,2026-07-12,FUND_EQ,Invest,Completed,113.306,50
FO3388,U1810,2026-06-10,FUND_GLD,Invest,Completed,86.174,30
FO3389,U1817,2026-07-15,FUND_GLD,Invest,Completed,85.946,500
FO3390,U1817,2026-06-29,FUND_FI_USD,Invest,Canceled,102.347,100
FO3391,U1817,2026-07-08,FUND_EQ,Invest,Completed,113.987,100
FO3392,U1824,2026-07-08,FUND_EQS,Invest,Completed,119.732,100
FO3393,U1827,2026-06-04,FUND_MM,Invest,Completed,109.068,10
FO3394,U1827,2026-06-29,FUND_FI_USD,Invest,Active,102.13,50
FO3395,U1827,2026-06-18,FUND_EQS,Invest,Completed,119.999,150
FO3396,U1832,2026-07-08,FUND_EQ,Invest,Completed,115.083,30
FO3397,U1832,2026-06-09,FUND_MM,Invest,Completed,108.418,100
FO3398,U1832,2026-06-07,FUND_FI_USD,Invest,Active,101.543,100
FO3399,U1843,2026-07-08,FUND_GLD,Invest,Active,85.018,20
FO3400,U1843,2026-06-03,FUND_EQS,Invest,Completed,118.674,30
FO3401,U1843,2026-06-29,FUND_MM,Invest,Completed,108.145,30
FO3402,U1847,2026-06-18,FUND_FI_USD,Invest,Completed,101.002,30
FO3403,U1849,2026-05-19,FUND_EQS,Invest,Completed,118.812,75
FO3404,U1852,2026-06-21,FUND_EQS,Invest,Completed,118.55,100
FO3405,U1852,2026-06-29,FUND_MM,Invest,Completed,109.253,30
FO3406,U1854,2026-07-14,FUND_EQS,Invest,Completed,118.651,200
FO3407,U1854,2026-07-08,FUND_FI_USD,Invest,Completed,101.324,100
FO3408,U1854,2026-07-09,FUND_GLD,Invest,Completed,84.858,30
FO3409,U1854,2026-06-21,FUND_MM,Invest,Active,109.095,75
FO3410,U1856,2026-06-15,FUND_GLD,Invest,Active,85.004,150
FO3411,U1856,2026-06-23,FUND_FI_USD,Invest,Completed,102.265,150
FO3412,U1856,2026-07-12,FUND_EQS,Invest,Completed,119.814,200
FO3413,U1856,2026-06-02,FUND_EQ,Invest,Completed,114.424,20
FO3414,U1857,2026-07-14,FUND_EQ,Invest,Completed,115.465,30
FO3415,U1871,2026-07-01,FUND_EQ,Invest,Completed,114.854,50
FO3416,U1871,2026-07-02,FUND_EQS,Invest,Completed,119.655,20
FO3417,U1871,2026-06-30,FUND_GLD,Invest,Completed,84.685,50
FO3418,U1885,2026-07-09,FUND_MM,Invest,Active,108.269,75
FO3419,U1887,2026-05-31,FUND_EQS,Invest,Completed,120.198,50
FO3420,U1889,2026-07-01,FUND_MM,Invest,Completed,109.042,50
FO3421,U1894,2026-06-24,FUND_EQ,Invest,Completed,114.518,50
FO3422,U1894,2026-06-25,FUND_EQS,Invest,Completed,120.057,10
FO3423,U1905,2026-06-30,FUND_GLD,Invest,Canceled,85.605,150
FO3424,U1905,2026-07-14,FUND_MM,Invest,Completed,109.088,50
FO3425,U1919,2026-06-28,FUND_EQS,Invest,Completed,119.589,100
FO3426,U1919,2026-06-21,FUND_EQ,Invest,Active,113.693,20
FO3427,U1920,2026-06-25,FUND_EQ,Invest,Active,113.775,100
FO3428,U1920,2026-07-01,FUND_FI_USD,Invest,Completed,101.243,30
FO3429,U1921,2026-07-02,FUND_FI_USD,Invest,Completed,102.536,50
FO3430,U1921,2026-06-09,FUND_EQS,Invest,Completed,119.073,100
FO3431,U1924,2026-07-13,FUND_EQS,Invest,Completed,119.103,30
FO3432,U1926,2026-07-14,FUND_MM,Invest,Completed,108.268,300
FO3433,U1928,2026-05-14,FUND_FI_USD,Invest,Completed,102.223,20
FO3434,U1928,2026-07-08,FUND_GLD,Invest,Completed,85.103,75
FO3435,U1928,2026-07-08,FUND_EQ,Invest,Completed,114.416,150
FO3436,U1929,2026-05-28,FUND_FI_USD,Invest,Completed,102.219,150
FO3437,U1929,2026-07-06,FUND_EQS,Invest,Completed,118.395,20
FO3438,U1934,2026-05-07,FUND_GLD,Invest,Completed,86.108,10
FO3439,U1934,2026-07-01,FUND_EQS,Invest,Active,119.343,20
FO3440,U1938,2026-06-30,FUND_EQ,Invest,Completed,115.364,50
FO3441,U1942,2026-05-27,FUND_GLD,Invest,Canceled,85.615,10
FO3442,U1943,2026-05-21,FUND_GLD,Invest,Completed,85.525,150
FO3443,U1944,2026-07-12,FUND_EQS,Invest,Active,118.714,100
FO3444,U1951,2026-07-07,FUND_EQ,Invest,Active,113.264,50
FO3445,U1956,2026-06-30,FUND_FI_USD,Invest,Completed,100.843,50
FO3446,U1956,2026-07-08,FUND_EQS,Invest,Completed,118.056,50
FO3447,U1956,2026-05-04,FUND_EQ,Invest,Completed,113.449,20
FO3448,U1958,2026-06-03,FUND_GLD,Invest,Completed,84.522,50
FO3449,U1960,2026-06-03,FUND_EQ,Invest,Completed,113.786,750
FO3450,U1960,2026-06-28,FUND_MM,Invest,Completed,110.269,100
FO3451,U1961,2026-07-15,FUND_MM,Invest,Completed,109.305,100
FO3452,U1961,2026-07-02,FUND_GLD,Invest,Completed,84.703,30
FO3453,U1971,2026-07-12,FUND_EQS,Invest,Completed,119.1,20
FO3454,U1973,2026-07-05,FUND_GLD,Invest,Completed,85.87,30
FO3455,U1974,2026-06-17,FUND_MM,Invest,Completed,108.367,100
FO3456,U1979,2026-07-13,FUND_MM,Invest,Completed,108.853,100
FO3457,U1981,2026-07-14,FUND_EQ,Invest,Completed,115.447,375
FO3458,U1981,2026-07-15,FUND_MM,Invest,Completed,108.227,500
FO3459,U1981,2026-07-15,FUND_FI_USD,Invest,Completed,100.776,30
FO3460,U1983,2026-05-18,FUND_EQS,Invest,Completed,118.869,100
FO3461,U1986,2026-07-08,FUND_EQ,Invest,Active,115.062,50
FO3462,U1998,2026-07-13,FUND_MM,Invest,Completed,110.188,150
FO3463,U1998,2026-07-12,FUND_EQS,Invest,Completed,119.056,30
FO3464,U2001,2026-07-01,FUND_FI_USD,Invest,Completed,101.197,75
FO3465,U2001,2026-07-01,FUND_EQS,Invest,Completed,118.319,150
FO3466,U2004,2026-05-18,FUND_MM,Invest,Completed,109.15,30
FO3467,U2012,2026-07-09,FUND_EQ,Invest,Completed,113.33,10
FO3468,U2012,2026-06-30,FUND_FI_USD,Invest,Completed,102.455,50
FO3469,U2015,2026-06-23,FUND_EQ,Invest,Completed,114.292,10
FO3470,U2015,2026-06-29,FUND_FI_USD,Invest,Completed,101.283,30
FO3471,U2016,2026-05-11,FUND_MM,Invest,Completed,108.967,30
FO3472,U2017,2026-06-29,FUND_GLD,Invest,Active,85.624,20
FO3473,U2020,2026-07-08,FUND_GLD,Invest,Completed,84.971,50
FO3474,U2020,2026-06-07,FUND_EQS,Invest,Completed,118.291,30
FO3475,U2020,2026-07-08,FUND_EQ,Invest,Completed,114.379,75
FO3476,U2022,2026-06-29,FUND_EQ,Invest,Completed,114.655,50
FO3477,U2022,2026-07-01,FUND_FI_USD,Invest,Canceled,100.981,100
FO3478,U2022,2026-07-05,FUND_EQS,Invest,Completed,118.447,150
FO3479,U2025,2026-06-21,FUND_MM,Invest,Completed,109.099,30
FO3480,U2025,2026-05-27,FUND_FI_USD,Invest,Active,101.855,30
FO3481,U2025,2026-07-08,FUND_GLD,Invest,Canceled,86.103,30
FO3482,U2026,2026-06-28,FUND_FI_USD,Invest,Active,102.197,75
FO3483,U2026,2026-06-09,FUND_MM,Invest,Completed,110.284,75
FO3484,U2028,2026-07-15,FUND_MM,Invest,Completed,109.867,10
FO3485,U2043,2026-05-24,FUND_EQS,Invest,Completed,118.48,30
FO3486,U2047,2026-07-15,FUND_GLD,Invest,Completed,85.964,20
FO3487,U2050,2026-07-14,FUND_GLD,Invest,Completed,84.563,10
FO3488,U2052,2026-05-03,FUND_MM,Invest,Completed,108.839,150
FO3489,U2059,2026-06-30,FUND_FI_USD,Invest,Completed,102.505,150
FO3490,U2059,2026-06-25,FUND_MM,Invest,Completed,109.782,30
FO3491,U2059,2026-07-05,FUND_GLD,Invest,Completed,84.661,75
FO3492,U2063,2026-07-02,FUND_GLD,Invest,Completed,84.852,20
FO3493,U2069,2026-06-24,FUND_EQ,Invest,Active,113.946,75
FO3494,U2069,2026-06-21,FUND_FI_USD,Invest,Active,101.187,75
FO3495,U2081,2026-06-04,FUND_EQS,Invest,Completed,119.301,20
FO3496,U2081,2026-06-03,FUND_EQ,Invest,Completed,114.145,30
FO3497,U2081,2026-05-27,FUND_MM,Invest,Completed,109.357,75
FO3498,U2082,2026-06-02,FUND_GLD,Invest,Completed,85.874,100
FO3499,U2082,2026-06-16,FUND_FI_USD,Invest,Active,102.003,30
FO3500,U2083,2026-07-07,FUND_FI_USD,Invest,Completed,100.724,100
FO3501,U2083,2026-07-08,FUND_GLD,Invest,Completed,86.05,30
FO3502,U2099,2026-07-09,FUND_EQS,Invest,Completed,119.939,100
FO3503,U2105,2026-05-17,FUND_FI_USD,Invest,Active,101.18,20
FO3504,U2105,2026-06-15,FUND_MM,Invest,Completed,109.777,100
FO3505,U2115,2026-07-07,FUND_GLD,Invest,Completed,85.077,10
FO3506,U2119,2026-06-28,FUND_EQS,Invest,Completed,118.915,75
FO3507,U2119,2026-06-25,FUND_GLD,Invest,Active,85.943,75
FO3508,U2120,2026-06-16,FUND_GLD,Invest,Active,85.246,150
FO3509,U2120,2026-06-30,FUND_FI_USD,Invest,Completed,102.096,10
FO3510,U2121,2026-06-28,FUND_GLD,Invest,Completed,85.312,30
FO3511,U2125,2026-06-18,FUND_GLD,Invest,Completed,85.999,30
FO3512,U2126,2026-06-28,FUND_EQS,Invest,Completed,119.935,75
FO3513,U2126,2026-06-28,FUND_FI_USD,Invest,Completed,102.495,20
FO3514,U2126,2026-07-13,FUND_MM,Invest,Completed,108.694,30
FO3515,U2135,2026-07-15,FUND_MM,Invest,Completed,108.232,30
FO3516,U2135,2026-06-30,FUND_FI_USD,Invest,Canceled,102.426,10
FO3517,U2138,2026-06-22,FUND_GLD,Invest,Completed,84.741,150
FO3518,U2139,2026-07-13,FUND_EQS,Invest,Completed,120.285,75
FO3519,U2141,2026-06-24,FUND_FI_USD,Invest,Completed,100.955,375
FO3520,U2141,2026-05-21,FUND_EQ,Invest,Active,115.246,750
FO3521,U2141,2026-06-21,FUND_GLD,Invest,Completed,85.133,150
FO3522,U2146,2026-07-05,FUND_MM,Invest,Completed,109.559,50
FO3523,U2146,2026-07-09,FUND_GLD,Invest,Completed,84.942,20
FO3524,U2148,2026-07-01,FUND_FI_USD,Invest,Completed,100.986,100
FO3525,U2153,2026-07-15,FUND_MM,Invest,Completed,109.255,30
FO3526,U2153,2026-05-13,FUND_GLD,Invest,Active,85.69,10
FO3527,U2153,2026-05-10,FUND_FI_USD,Invest,Active,101.69,100
FO3528,U2157,2026-07-06,FUND_EQ,Invest,Completed,114.134,75
FO3529,U2158,2026-06-01,FUND_GLD,Invest,Active,84.843,150
FO3530,U2158,2026-05-14,FUND_MM,Invest,Completed,109.646,20
FO3531,U2159,2026-07-15,FUND_EQ,Invest,Completed,113.992,150
FO3532,U2159,2026-07-12,FUND_GLD,Invest,Completed,84.629,150
FO3533,U2160,2026-06-21,FUND_EQS,Invest,Completed,120.268,100
FO3534,U2160,2026-06-18,FUND_GLD,Invest,Completed,86.127,150
FO3535,U2161,2026-07-02,FUND_EQS,Invest,Completed,118.556,50
FO3536,U2163,2026-07-02,FUND_FI_USD,Invest,Completed,102.418,150
FO3537,U2170,2026-07-01,FUND_GLD,Invest,Completed,85.952,50
FO3538,U2171,2026-06-28,FUND_FI_USD,Invest,Canceled,102.323,30
FO3539,U2178,2026-07-07,FUND_FI_USD,Invest,Completed,100.798,100
FO3540,U2179,2026-07-09,FUND_FI_USD,Invest,Completed,102.273,75
FO3541,U2183,2026-07-14,FUND_FI_USD,Invest,Completed,101.276,20
FO3542,U2183,2026-07-13,FUND_MM,Invest,Completed,108.471,10
FO3543,U2183,2026-07-14,FUND_GLD,Invest,Completed,85.528,100
FO3544,U2185,2026-06-04,FUND_MM,Invest,Completed,108.129,100
FO3545,U2188,2026-06-02,FUND_MM,Invest,Completed,109.367,20
FO3546,U2188,2026-06-01,FUND_GLD,Invest,Completed,86.179,75
FO3547,U2191,2026-07-15,FUND_FI_USD,Invest,Completed,101.738,10
FO3548,U2192,2026-06-04,FUND_MM,Invest,Completed,110.04,20
FO3549,U2193,2026-05-20,FUND_EQS,Invest,Completed,118.244,50
FO3550,U2193,2026-05-24,FUND_EQ,Invest,Completed,115.27,100
FO3551,U2197,2026-07-05,FUND_FI_USD,Invest,Completed,101.906,50
FO3552,U2197,2026-06-07,FUND_EQ,Invest,Active,113.42,20
FO3553,U2197,2026-04-27,FUND_EQS,Invest,Completed,119.023,50
FO3554,U2198,2026-06-04,FUND_EQ,Invest,Completed,113.377,75
FO3555,U2198,2026-06-24,FUND_FI_USD,Invest,Completed,100.663,150
FO3556,U2198,2026-05-18,FUND_MM,Invest,Active,109.157,30
FO3557,U2204,2026-06-18,FUND_MM,Invest,Active,109.227,50
FO3558,U2204,2026-06-24,FUND_EQ,Invest,Active,114.779,10
FO3559,U2204,2026-07-09,FUND_EQS,Invest,Completed,119.862,30
FO3560,U2209,2026-06-30,FUND_FI_USD,Invest,Completed,101.71,75
FO3561,U2209,2026-07-01,FUND_EQ,Invest,Completed,114.526,20
FO3562,U2210,2026-07-13,FUND_GLD,Invest,Completed,85.743,20
FO3563,U2219,2026-06-17,FUND_FI_USD,Invest,Completed,101.056,20
FO3564,U2219,2026-07-13,FUND_EQS,Invest,Completed,118.524,20
FO3565,U2220,2026-05-24,FUND_EQ,Invest,Completed,114.308,75
FO3566,U2224,2026-05-31,FUND_EQ,Invest,Completed,114.547,300
FO3567,U2224,2026-04-27,FUND_FI_USD,Invest,Completed,102.455,150
FO3568,U2224,2026-06-17,FUND_GLD,Invest,Active,85.723,90
FO3569,U2225,2026-05-18,FUND_FI_USD,Invest,Active,101.263,30
FO3570,U2225,2026-05-20,FUND_EQS,Invest,Active,119.409,10
FO3571,U2226,2026-07-12,FUND_GLD,Invest,Completed,84.993,20
FO3572,U2231,2026-05-24,FUND_EQS,Invest,Completed,119.104,75
FO3573,U2231,2026-06-15,FUND_GLD,Invest,Active,84.8,20
FO3574,U2237,2026-04-30,FUND_GLD,Invest,Completed,85.57,150
FO3575,U2237,2026-05-17,FUND_FI_USD,Invest,Completed,101.606,100
FO3576,U2242,2026-07-06,FUND_EQ,Invest,Completed,115.346,75
FO3577,U2244,2026-06-24,FUND_EQS,Invest,Completed,120.114,50
FO3578,U2244,2026-07-15,FUND_EQ,Invest,Active,114.93,20
FO3579,U2245,2026-06-21,FUND_MM,Invest,Completed,108.737,75
FO3580,U2245,2026-06-24,FUND_FI_USD,Invest,Completed,100.667,10
FO3581,U2248,2026-06-16,FUND_EQS,Invest,Active,118.356,100
FO3582,U2248,2026-07-09,FUND_GLD,Invest,Completed,85.042,20
FO3583,U2251,2026-07-15,FUND_MM,Invest,Completed,108.169,750
FO3584,U2253,2026-07-14,FUND_EQ,Invest,Active,113.944,150
FO3585,U2257,2026-07-02,FUND_GLD,Invest,Completed,85.34,50
FO3586,U2257,2026-06-28,FUND_MM,Invest,Completed,110.21,75
FO3587,U2257,2026-07-15,FUND_FI_USD,Invest,Completed,101.225,20
FO3588,U2261,2026-07-15,FUND_EQ,Invest,Completed,113.91,20
FO3589,U2264,2026-07-08,FUND_EQ,Invest,Completed,115.452,150
FO3590,U2264,2026-07-12,FUND_FI_USD,Invest,Completed,101.265,50
FO3591,U2264,2026-07-09,FUND_MM,Invest,Completed,109.004,30
FO3592,U2266,2026-07-13,FUND_FI_USD,Invest,Completed,102.416,50
FO3593,U2266,2026-07-13,FUND_EQ,Invest,Completed,113.549,10
FO3594,U2268,2026-07-06,FUND_EQS,Invest,Active,120.347,10
FO3595,U2268,2026-06-11,FUND_FI_USD,Invest,Active,102.575,100
FO3596,U2268,2026-07-07,FUND_EQ,Invest,Active,114.231,20
FO3597,U2273,2026-06-24,FUND_MM,Invest,Completed,109.945,150
FO3598,U2273,2026-06-25,FUND_EQ,Invest,Canceled,115.43,30
FO3599,U2278,2026-06-30,FUND_FI_USD,Invest,Completed,101.067,75
FO3600,U2280,2026-06-28,FUND_MM,Invest,Completed,109.505,10
FO3601,U2280,2026-06-09,FUND_EQ,Invest,Canceled,114.743,20
FO3602,U2281,2026-06-04,FUND_MM,Invest,Completed,109.192,10
FO3603,U2283,2026-07-09,FUND_EQS,Invest,Active,119.863,150
FO3604,U2283,2026-07-02,FUND_FI_USD,Invest,Completed,100.793,150
FO3605,U2287,2026-07-15,FUND_FI_USD,Invest,Canceled,100.695,75
FO3606,U2287,2026-07-08,FUND_GLD,Invest,Completed,85.486,150
FO3607,U2287,2026-07-12,FUND_EQ,Invest,Completed,114.576,75
FO3608,U2288,2026-04-09,FUND_MM,Invest,Active,109.641,750
FO3609,U2288,2026-06-01,FUND_EQS,Invest,Completed,118.649,100
FO3610,U2291,2026-07-15,FUND_MM,Invest,Active,109.506,10
FO3611,U2291,2026-07-14,FUND_EQS,Invest,Completed,119.554,75
FO3612,U2291,2026-07-13,FUND_FI_USD,Invest,Completed,101.945,30
FO3613,U2293,2026-07-14,FUND_FI_USD,Invest,Completed,100.934,100
FO3614,U2294,2026-07-14,FUND_EQS,Invest,Completed,119.149,150
FO3615,U2294,2026-06-02,FUND_GLD,Invest,Completed,85.874,75
FO3616,U2297,2026-07-14,FUND_GLD,Invest,Active,85.932,150
FO3617,U2297,2026-07-01,FUND_MM,Invest,Active,109.803,50
FO3618,U2302,2026-06-17,FUND_EQ,Invest,Active,115.236,150
FO3619,U2302,2026-06-23,FUND_FI_USD,Invest,Completed,101.64,100
FO3620,U2302,2026-06-16,FUND_EQS,Invest,Completed,118.908,30
FO3621,U2303,2026-06-11,FUND_GLD,Invest,Canceled,86.162,10
FO3622,U2303,2026-06-24,FUND_FI_USD,Invest,Active,101.531,75
FO3623,U2309,2026-07-08,FUND_EQS,Invest,Completed,118.037,75
FO3624,U2309,2026-07-12,FUND_MM,Invest,Completed,108.296,30
FO3625,U2309,2026-07-15,FUND_EQ,Invest,Completed,114.136,10
FO3626,U2310,2026-06-02,FUND_EQS,Invest,Completed,120.144,100
FO3627,U2310,2026-05-17,FUND_FI_USD,Invest,Completed,102.094,30
FO3628,U2314,2026-06-29,FUND_FI_USD,Invest,Completed,102.464,10
FO3629,U2314,2026-07-13,FUND_EQ,Invest,Completed,114.539,20
FO3630,U2318,2026-07-05,FUND_FI_USD,Invest,Active,101.503,20
FO3631,U2318,2026-07-07,FUND_EQS,Invest,Completed,119.193,75
FO3632,U2318,2026-07-12,FUND_GLD,Invest,Completed,84.954,500
FO3633,U2318,2026-07-06,FUND_EQ,Invest,Completed,114.849,30
FO3634,U2323,2026-05-31,FUND_MM,Invest,Completed,110.147,500
FO3635,U2323,2026-06-18,FUND_FI_USD,Invest,Completed,102.163,300
FO3636,U2323,2026-06-15,FUND_GLD,Invest,Completed,85.041,90
FO3637,U2323,2026-06-21,FUND_EQ,Invest,Completed,114.641,100
FO3638,U2324,2026-06-02,FUND_MM,Invest,Active,108.814,10
FO3639,U2325,2026-07-15,FUND_GLD,Invest,Active,85.416,150
FO3640,U2327,2026-05-11,FUND_FI_USD,Invest,Completed,100.861,20
FO3641,U2327,2026-07-07,FUND_EQ,Invest,Completed,114.545,75
FO3642,U2327,2026-06-28,FUND_GLD,Invest,Active,84.532,225
FO3643,U2327,2026-06-10,FUND_EQS,Invest,Completed,118.99,30
FO3644,U2335,2026-07-14,FUND_GLD,Invest,Completed,84.674,75
FO3645,U2336,2026-05-20,FUND_GLD,Invest,Canceled,84.892,50
FO3646,U2336,2026-06-02,FUND_FI_USD,Invest,Completed,101.666,10
FO3647,U2343,2026-07-05,FUND_GLD,Invest,Completed,86.201,50
FO3648,U2343,2026-07-15,FUND_FI_USD,Invest,Canceled,100.856,50
FO3649,U2345,2026-07-08,FUND_GLD,Invest,Completed,85.886,100
FO3650,U2345,2026-07-05,FUND_FI_USD,Invest,Active,102.227,75
FO3651,U2345,2026-06-29,FUND_EQS,Invest,Active,118.341,150
FO3652,U2346,2026-07-07,FUND_EQ,Invest,Completed,114.304,100
FO3653,U2346,2026-07-14,FUND_GLD,Invest,Completed,85.531,20
FO3654,U2346,2026-07-15,FUND_FI_USD,Invest,Completed,100.95,50
FO3655,U2347,2026-07-14,FUND_FI_USD,Invest,Completed,102.142,20
FO3656,U2348,2026-07-13,FUND_MM,Invest,Completed,108.912,150
FO3657,U2349,2026-06-07,FUND_GLD,Invest,Active,85.797,50
FO3658,U2349,2026-07-07,FUND_EQ,Invest,Completed,113.284,150
FO3659,U2350,2026-05-12,FUND_GLD,Invest,Completed,85.267,30
FO3660,U2350,2026-06-30,FUND_EQS,Invest,Active,119.538,50
FO3661,U2356,2026-07-13,FUND_EQ,Invest,Completed,115.432,50
FO3662,U2359,2026-07-01,FUND_GLD,Invest,Completed,85.19,100
FO3663,U2361,2026-07-08,FUND_FI_USD,Invest,Completed,101.353,30
FO3664,U2362,2026-06-30,FUND_FI_USD,Invest,Completed,101.568,10
FO3665,U2362,2026-06-16,FUND_MM,Invest,Completed,109.806,30
FO3666,U2368,2026-07-14,FUND_FI_USD,Invest,Active,102.56,50
FO3667,U2369,2026-07-15,FUND_GLD,Invest,Completed,86.083,150
FO3668,U2369,2026-06-14,FUND_EQS,Invest,Active,119.7,10
FO3669,U2369,2026-07-09,FUND_EQ,Invest,Completed,115.074,100
FO3670,U2372,2026-06-17,FUND_EQ,Invest,Completed,115.154,150
FO3671,U2372,2026-06-28,FUND_GLD,Invest,Active,85.957,50
FO3672,U2376,2026-06-22,FUND_FI_USD,Invest,Completed,100.991,150
FO3673,U2376,2026-07-08,FUND_EQ,Invest,Completed,114.653,30
FO3674,U2377,2026-07-12,FUND_EQS,Invest,Completed,119.477,30
FO3675,U2377,2026-07-14,FUND_MM,Invest,Completed,109.617,60
FO3676,U2379,2026-05-25,FUND_EQS,Invest,Completed,118.472,75
FO3677,U2379,2026-06-23,FUND_GLD,Invest,Completed,84.99,250
FO3678,U2379,2026-06-15,FUND_MM,Invest,Completed,108.203,225
FO3679,U2379,2026-05-27,FUND_FI_USD,Invest,Completed,101.464,150
FO3680,U2384,2026-07-08,FUND_FI_USD,Invest,Completed,101.275,20
FO3681,U2386,2026-07-07,FUND_FI_USD,Invest,Completed,102.27,250
FO3682,U2389,2026-06-29,FUND_EQ,Invest,Canceled,114.29,20
FO3683,U2389,2026-07-12,FUND_GLD,Invest,Completed,86.187,30
FO3684,U2389,2026-07-09,FUND_MM,Invest,Canceled,108.282,100
FO3685,U2392,2026-06-24,FUND_EQ,Invest,Active,115.293,150
FO3686,U2395,2026-06-09,FUND_MM,Invest,Completed,109.276,50
FO3687,U2397,2026-06-18,FUND_EQS,Invest,Completed,118.54,100
FO3688,U2397,2026-07-08,FUND_GLD,Invest,Completed,85.604,10
FO3689,U2407,2026-06-30,FUND_MM,Invest,Completed,109.735,50
FO3690,U2407,2026-07-08,FUND_EQ,Invest,Completed,114.203,20
FO3691,U2408,2026-06-22,FUND_FI_USD,Invest,Completed,101.25,20
FO3692,U2412,2026-06-30,FUND_FI_USD,Invest,Completed,102.332,20
FO3693,U2412,2026-07-13,FUND_GLD,Invest,Completed,86.15,20
FO3694,U2415,2026-07-15,FUND_EQS,Invest,Completed,118.89,150
FO3695,U2415,2026-06-07,FUND_FI_USD,Invest,Canceled,101.706,75
FO3696,U2419,2026-06-15,FUND_GLD,Invest,Completed,85.443,150
FO3697,U2419,2026-06-03,FUND_EQ,Invest,Completed,115.132,75
FO3698,U2420,2026-06-28,FUND_MM,Invest,Completed,108.73,30
FO3699,U2428,2026-06-01,FUND_MM,Invest,Completed,108.552,30
FO3700,U2428,2026-07-12,FUND_EQS,Invest,Completed,118.183,30
FO3701,U2428,2026-06-08,FUND_EQ,Invest,Completed,115.101,10
FO3702,U2431,2026-07-14,FUND_FI_USD,Invest,Completed,102.063,20
FO3703,U2440,2026-07-01,FUND_EQS,Invest,Active,118.492,30
FO3704,U2441,2026-06-16,FUND_MM,Invest,Completed,108.294,10
FO3705,U2442,2026-07-12,FUND_FI_USD,Invest,Completed,101.332,20
FO3706,U2450,2026-06-30,FUND_MM,Invest,Completed,108.733,75
FO3707,U2450,2026-06-16,FUND_FI_USD,Invest,Completed,101.356,75
FO3708,U2450,2026-05-20,FUND_EQS,Invest,Completed,120.29,150
FO3709,U2452,2026-06-30,FUND_FI_USD,Invest,Completed,102.218,75
FO3710,U2454,2026-07-06,FUND_EQS,Invest,Completed,118.799,20
FO3711,U2454,2026-07-14,FUND_FI_USD,Invest,Completed,101.919,75
FO3712,U2454,2026-07-12,FUND_GLD,Invest,Canceled,85.836,150
FO3713,U2460,2026-06-29,FUND_MM,Invest,Completed,109.075,30
FO3714,U2460,2026-07-01,FUND_EQ,Invest,Completed,114.081,20
FO3715,U2461,2026-06-24,FUND_MM,Invest,Completed,109.898,100
FO3716,U2461,2026-07-08,FUND_GLD,Invest,Completed,85.012,50
FO3717,U2466,2026-07-09,FUND_GLD,Invest,Active,84.791,75
FO3718,U2466,2026-07-12,FUND_EQS,Invest,Completed,119.462,10
FO3719,U2470,2026-06-28,FUND_GLD,Invest,Completed,85.45,150
FO3720,U2471,2026-04-26,FUND_MM,Invest,Completed,108.38,50
FO3721,U2471,2026-07-05,FUND_EQS,Invest,Active,119.563,100
FO3722,U2471,2026-07-06,FUND_FI_USD,Invest,Completed,102.067,75
FO3723,U2471,2026-06-22,FUND_EQ,Invest,Completed,114.492,225
FO3724,U2480,2026-07-13,FUND_GLD,Invest,Canceled,86.124,20
FO3725,U2483,2026-06-09,FUND_EQS,Invest,Completed,120.141,20
FO3726,U2489,2026-06-16,FUND_GLD,Invest,Completed,85.855,50
FO3727,U2491,2026-06-25,FUND_GLD,Invest,Completed,85.963,60
FO3728,U2491,2026-06-18,FUND_MM,Invest,Completed,109.683,50
FO3729,U2493,2026-06-16,FUND_GLD,Invest,Completed,85.714,100
